disease_code,disease,entityType,name,canonical_code,duplicate_code,incoming_relations_migrated,outgoing_relations_migrated,incoming_detail,outgoing_detail,status
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Prognosis,决定预后的主要因素为冠脉病变累及心肌供血的范围和心功能,CARD-SKELETON-20260709-PROGNOSIS-271C51C93D0E9D81,PROG-CARD-CADREM-STABLE-ANGINA-ABB6E9A212,1,1,"{""has_prognosis"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Prognosis,国外统计年病死率可高达30%左右,CARD-SKELETON-20260709-PROGNOSIS-86C202774C1227AC,PROG-CARD-CADREM-STABLE-ANGINA-B60C143EF7,1,1,"{""has_prognosis"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Prognosis,对稳定型心绞痛除应用药物防止心绞痛再次发作外,PROG-CARD-CADREM-STABLE-ANGINA-1A8EF3B6BB,CARD-SKELETON-FULL-20260709-PROGNOSIS-15CFDF5A62DAFC59,1,1,"{""has_prognosis"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Prognosis,左冠脉主干病变最为严重,CARD-SKELETON-20260709-PROGNOSIS-A28F787E608B8600,PROG-CARD-CADREM-STABLE-ANGINA-3533D4C8E0,1,1,"{""has_prognosis"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Prognosis,左前降支病变一般较其他两支冠脉病变预后差,CARD-SKELETON-20260709-PROGNOSIS-0A00DB3E036D11C3,PROG-CARD-CADREM-STABLE-ANGINA-89067BA4B4,1,1,"{""has_prognosis"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Prognosis,此后依次为3支、2支与单支病变,CARD-SKELETON-20260709-PROGNOSIS-323292330E6C8F8F,PROG-CARD-CADREM-STABLE-ANGINA-F93BF46530,1,1,"{""has_prognosis"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Prognosis,稳定型心绞痛病人大多数能生存很多年,PROG-CARD-CADREM-STABLE-ANGINA-F5A579AB21,CARD-SKELETON-FULL-20260709-PROGNOSIS-E27C67E1EC7F9595,1,1,"{""has_prognosis"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Prognosis,还应从阻止或逆转粥样硬化病情进展、预防心肌梗死等方面综合考虑,PROG-CARD-CADREM-STABLE-ANGINA-13BF7313B2,CARD-SKELETON-FULL-20260709-PROGNOSIS-CD8FB3C802435487,1,1,"{""has_prognosis"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Sign,奔马律,SIGN-CARD-75EFE91EFEED,SIGN-CARD-CADREM-STABLE-ANGINA-75EFE91EFE,1,1,"{""has_sign"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Sign,心动过速,SIGN-CARD-4E5DA62E1DA3,SIGN-CARD-CADREM-STABLE-ANGINA-4E5DA62E1D,1,1,"{""has_sign"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Sign,心脏杂音,SIGN-CARD-92548DA98265,SIGN-CARD-CADREM-STABLE-ANGINA-92548DA982,1,1,"{""has_sign"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Sign,收缩期杂音,CARD-SKELETON-20260709-SIGN-EED0EF48BD272C92,SIGN-CARD-CADREM-STABLE-ANGINA-A80D9A93E7,1,1,"{""has_sign"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Sign,第三心音,SIGN-CARD-B0814CB800B1,SIGN-CARD-CADREM-STABLE-ANGINA-B0814CB800,1,1,"{""has_sign"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Symptom,出汗,SYM-CARD-BC91622FC62F,SYM-CARD-CADREM-STABLE-ANGINA-BC91622FC6,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Symptom,呼吸困难,SYM-CARD-19E67F3BE240,SYM-CARD-CADREM-STABLE-ANGINA-19E67F3BE2,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Symptom,心绞痛,CARD-SKELETON-20260709-SYMPTOM-E201291B32C71911,SYM-CARD-CADREM-STABLE-ANGINA-1001D988DA,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Symptom,濒死感,SYM-CARD-80A8947D5A71,SYM-CARD-CADREM-STABLE-ANGINA-80A8947D5A,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Symptom,胸痛,SYM-CARD-B479F36AE54A,SYM-CARD-CADREM-STABLE-ANGINA-B479F36AE5,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,Symptom,胸闷,SYM-CARD-0039E284D715,SYM-CARD-CADREM-STABLE-ANGINA-0039E284D7,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,DiagnosisCriteria,不稳定型心绞痛诊断标准,DXC-CARD-CAD-UA-CURATED-20260628,DXC-CARD-CADREM-UA-83118B6431,1,1,"{""has_diagnostic_criteria"": 1}","{""has_diagnostic_component"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Exam,冠状动脉造影,EXAM-CAG,EXAM-CARD-CADREM-UA-ABF51FE8EB,1,3,"{""requires_exam"": 1}","{""supported_by_evidence"": 3}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Exam,心电图,EXAM-ECG,EXAM-CARD-CADREM-UA-8BA93874D8,1,3,"{""requires_exam"": 1}","{""supported_by_evidence"": 3}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Exam,超声心动图,EXAM-TTE,EXAM-CARD-CADREM-UA-53A915B5AC,1,3,"{""requires_exam"": 1}","{""supported_by_evidence"": 3}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,LabTest,心肌肌钙蛋白,LAB-CARD-A9EC1D4DA037,LAB-CARD-CADREM-UA-A9EC1D4DA0,1,2,"{""requires_lab_test"": 1}","{""lab_test_has_indicator"": 1, ""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,LabTest,肌酸激酶同工酶（CK-MB）,LAB-CARD-960C7CE8E22B,LAB-CARD-CADREM-UA-CA4C7A8A1F,1,2,"{""requires_lab_test"": 1}","{""lab_test_has_indicator"": 1, ""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Medication,替格瑞洛,MED-CARD-00A158EBF21E,MED-CARD-CADREM-UA-00A158EBF2,1,1,"{""treated_by_medication"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Medication,氯吡格雷,MED-CARD-EAA01CFD434E,MED-CARD-CADREM-UA-EAA01CFD43,1,1,"{""treated_by_medication"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Medication,硝酸酯类药物,MED-CARD-55157DA54154,MED-CARD-CADREM-UA-55157DA541,1,1,"{""treated_by_medication"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Medication,钙通道阻滞剂,MED-CARD-TEXT-28E925C6DE,MED-CARD-CADREM-UA-28E925C6DE,1,1,"{""treated_by_medication"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Procedure,经皮冠状动脉介入治疗,PROC-CARD-E9ADC25A25E3,PROC-CARD-CADREM-UA-E9ADC25A25,1,1,"{""treated_by_procedure"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Sign,心脏杂音,SIGN-CARD-92548DA98265,SIGN-CARD-CADREM-UA-92548DA982,1,1,"{""has_sign"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Sign,第三心音,SIGN-CARD-B0814CB800B1,SIGN-CARD-CADREM-UA-B0814CB800,1,1,"{""has_sign"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Sign,第四心音,SIGN-CARD-658603F4081B,SIGN-CARD-CADREM-UA-658603F408,1,1,"{""has_sign"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Symptom,出汗,SYM-CARD-BC91622FC62F,SYM-CARD-CADREM-UA-BC91622FC6,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Symptom,呼吸困难,SYM-CARD-19E67F3BE240,SYM-CARD-CADREM-UA-19E67F3BE2,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Symptom,心悸,SYM-CARD-E3290D298A53,SYM-CARD-CADREM-UA-E3290D298A,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Symptom,恶心呕吐,SYM-CARD-1053F19CEBAD,SYM-CARD-CADREM-UA-1053F19CEB,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-CAD-UA,不稳定型心绞痛,Symptom,胸痛,SYM-CARD-B479F36AE54A,SYM-CARD-CADREM-UA-B479F36AE5,1,1,"{""has_symptom"": 1}","{""supported_by_evidence"": 1}",applied
DIS-CARD-PERICARD-ACUTE,急性心包炎,Exam,心脏磁共振,EXAM-CMR,EXAM-CARD-61766890B7D2,10,32,"{""requires_exam"": 10}","{""supported_by_evidence"": 32}",applied
DIS-CARD-PERICARD-EFFUSION,心包积液及心脏压塞,Exam,心脏磁共振,EXAM-CMR,EXAM-CARD-61766890B7D2,0,0,{},{},applied
