direction,duplicate_code,keep_code,props,relation_type,source_code
incoming,EVD-CARD-FULLBOOK-76F9B8451FFE81,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-ARR-PVC"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-76F9B8451FFE81"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-ARR-PVC"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:36"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-57B4CF8AF58F"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-76F9B8451FFE81""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-76F9B8451FFE81\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-ARR-PVC\"",\""disease_name\"":\""室性期前收缩\""}]"", ""source_code"": ""DIS-CARD-ARR-PVC"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-ARR-PVC
incoming,EVD-CARD-FULLBOOK-4EB251EAE7064C,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-4EB251EAE7064C"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-C442F570C77F"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-4EB251EAE7064C""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-4EB251EAE7064C\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
incoming,EVD-CARD-FULLBOOK-6DA99F0751E7F6,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-6DA99F0751E7F6"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-A1EAD49A45FF"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-6DA99F0751E7F6""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-6DA99F0751E7F6\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
incoming,EVD-CARD-FULLBOOK-5AD020D1E0FF44,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-5AD020D1E0FF44"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-4AE9CA238D4C"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-5AD020D1E0FF44""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-5AD020D1E0FF44\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
incoming,EVD-CARD-FULLBOOK-941E6C2C7E0DFA,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-941E6C2C7E0DFA"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-D2C3ED7A5CDB"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-941E6C2C7E0DFA""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-941E6C2C7E0DFA\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
incoming,EVD-CARD-FULLBOOK-7B75FC3F989FA6,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-7B75FC3F989FA6"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-D184850B1D83"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-7B75FC3F989FA6""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-7B75FC3F989FA6\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
incoming,EVD-CARD-FULLBOOK-B52C7B9097A5E9,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-B52C7B9097A5E9"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-B7E444BD6BE8"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-B52C7B9097A5E9""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-B52C7B9097A5E9\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
incoming,EVD-CARD-FULLBOOK-C72AF553A842AE,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-C72AF553A842AE"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-C9AD10E7297D"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-C72AF553A842AE""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-C72AF553A842AE\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
incoming,EVD-CARD-FULLBOOK-2A5D9381851139,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-2A5D9381851139"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-B8FAD917A0B4"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-2A5D9381851139""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-2A5D9381851139\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
incoming,EVD-CARD-FULLBOOK-73D90705146D96,EVD-CARD-FULLBOOK-3148AB1C428DE8,"{""relationType"": ""supported_by_evidence"", ""disease_code"": ""DIS-CARD-CAD-CHD"", ""evidence_count"": 1, ""document_ids"": [""DOC-CF62B75AEC93F1A6""], ""target_code"": ""EVD-CARD-FULLBOOK-73D90705146D96"", ""batch_id"": ""FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001"", ""source_names"": [""《内科学（第10版）》docx""], ""scope_filter_rule"": ""CDSS查询证据时必须按当前疾病或大类过滤 disease_code"", ""scope_filter_required"": true, ""clinical_review_status"": ""not_applicable"", ""evidence_scope_code"": ""DIS-CARD-CAD-CHD"", ""schema_version"": ""V1.4"", ""updated_at"": ""2026-07-14 20:38:37"", ""scope_governance_batch"": ""20260714_证据范围字段回填"", ""source_types"": [""authoritative_textbook""], ""updated_by"": ""codex"", ""formal_cdss_ready"": false, ""id"": ""REL-7DF6E2926C67"", ""evidence_ids"": [""EVD-CARD-FULLBOOK-73D90705146D96""], ""review_status"": ""approved"", ""provenance_records_json"": ""[{\""document_id\"":\""DOC-CF62B75AEC93F1A6\"",\""segment_id\"":\""LINE-7529\"",\""source_name\"":\""《内科学（第10版）》docx\"",\""source_type\"":\""authoritative_textbook\"",\""source_version\"":\""第10版\"",\""source_section\"":\""全书跨章节回捞\"",\""source_page\"":\""N/A\"",\""line_start\"":7529,\""line_end\"":7529,\""evidence_text\"":\""（2）心力衰竭：心力衰竭往往在缺血性心肌病发展到一定阶段出现。有些在胸痛发作或心肌梗死早期即有心衰表现，另一些则在较晚期才出现。这是由于急性或慢性心肌缺血坏死引起心肌舒张和收缩功能障碍所致。常表现为劳力性呼吸困难，严重时可出现端坐呼吸和夜间阵发性呼吸困难等表现，伴有疲乏、虚弱症状。心脏听诊第一心音减弱，可闻及舒张中晚期奔马律。两肺底可闻及散在湿啰音。晚期如果合并有右心衰竭，还会出现食欲缺乏、周围性水肿和右上腹闷胀感等症状。体检可见颈静脉充盈或怒张，心界扩大，肝大、压痛，肝颈静脉回流征阳性。\"",\""guideline_id\"":\""DOC-CF62B75AEC93F1A6\"",\""evidence_id\"":\""EVD-CARD-FULLBOOK-73D90705146D96\"",\""recommendation_class\"":\""N/A\"",\""evidence_level\"":\""N/A\"",\""confidence\"":1.0,\""disease_code\"":\""DIS-CARD-CAD-CHD\"",\""disease_name\"":\""冠状动脉粥样硬化性心脏病\""}]"", ""source_code"": ""DIS-CARD-CAD-CHD"", ""relationCategory"": ""evidence""}",supported_by_evidence,DIS-CARD-CAD-CHD
