after_duplicate_relation_count,after_keep_relation_count,apply,before_duplicate_relation_count,before_keep_relation_count,duplicate_code,evidence_text_length,group_index,group_node_count,group_total_relation_count,incoming_relation_count,keep_code,outgoing_relation_count,source_name,source_page
0,6,true,1,2,EVD-CARD-FULLBOOK-C72AF553A842AE,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-2A5D9381851139,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-73D90705146D96,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-C86B974F7270E0,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-5FFCE6B82406AD,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-03DBC5B87ED216,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-D16AA7FF70A6CA,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-86C039B30B0522,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-0276A252B80EAD,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-98E1DCDBFFC816,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-DC61A4EAA86F5E,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-340FF319B4015A,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-2CD1E3BD562A69,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-F124F55BAA2AE5,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-2AC50A6A95DB12,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-09D115E320E518,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-052A5646789349,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
