adj_code,rec_code,category,rel_count
SRCADJ-CARD-BULK-5B1E523E667F9219,REC-CDSS-CAD-STEMI-02-01-CONFIRM,冠心病,8
SRCADJ-CARD-BULK-8BAD196145F075E2,REC-CDSS-CAD-STEMI-03-01-PCI,冠心病,8
SRCADJ-CARD-BULK-97D48C10C55B4BD2,REC-CDSS-CAD-STEMI-04-01-ANTITHROMBOTIC,冠心病,8
SRCADJ-CARD-BULK-079411C985332E22,REC-CDSS-CAD-NSTEMI-01-01-DIAG,冠心病,8
SRCADJ-CARD-BULK-6F7860D918CC5930,REC-CDSS-CAD-NSTEMI-02-01-RISK,冠心病,8
SRCADJ-CARD-BULK-180DB1DE6D89172C,REC-CDSS-CAD-NSTEMI-03-01-INVASIVE,冠心病,8
SRCADJ-CARD-BULK-FFF2E1D7F604C1EF,REC-CDSS-CAD-NSTEMI-04-01-ANTITHROMBOTIC,冠心病,8
SRCADJ-CARD-BULK-D34DAA4DC15CA04D,REC-CDSS-CAD-UA-01-01-DIAG,冠心病,8
SRCADJ-CARD-BULK-4FA0F00F1F908632,REC-CDSS-CAD-UA-02-01-RISK,冠心病,8
SRCADJ-CARD-BULK-93C6F46AC7E870A1,REC-CDSS-CAD-UA-03-01-TREAT,冠心病,8
SRCADJ-CARD-BULK-CC6EA6E43C45AA60,REC-CDSS-CAD-CCS-01-01-TEST,冠心病,8
SRCADJ-CARD-BULK-A5E9D8719FE57ADA,REC-CDSS-CAD-CCS-02-01-ANTIANGINAL,冠心病,8
SRCADJ-CARD-BULK-0B1F85E67ECD75A7,REC-CDSS-CAD-CCS-02-02-PREVENT,冠心病,8
SRCADJ-CARD-BULK-04AC1ADB1DCD27BE,REC-CDSS-CAD-CCS-03-01-REVASC,冠心病,8
SRCADJ-CARD-BULK-6350D10E5A7D2C97,REC-CDSS-CAD-STABLEANGINA-01-01-DIAG,冠心病,8
SRCADJ-CARD-BULK-19520BF5391FD77C,REC-CDSS-CAD-STABLEANGINA-02-01-MED,冠心病,8
SRCADJ-CARD-BULK-7B19A277CA4C308A,REC-CDSS-CAD-ICM-01-01-EVAL,冠心病,8
SRCADJ-CARD-BULK-F634289494C9B2AD,REC-CDSS-CAD-ICM-02-01-GDMT,冠心病,8
SRCADJ-CARD-BULK-609EFA821E995DDF,REC-CDSS-CAD-ICM-02-02-REVASC,冠心病,8
SRCADJ-CARD-BULK-C5BE91228D8AAD89,REC-CDSS-CAD-OLDMI-01-01-ASSESS,冠心病,8
SRCADJ-CARD-BULK-297E86AADD50004E,REC-CDSS-CAD-OLDMI-02-01-PREVENT,冠心病,8
SRCADJ-CARD-BULK-909BD5839211E51D,REC-CDSS-CAD-SILENT-01-01-SCREEN,冠心病,8
SRCADJ-CARD-BULK-41BA5086227B2D66,REC-CDSS-CAD-SILENT-02-01-PREVENT,冠心病,8
SRCADJ-CARD-BULK-C3CFE6D003C71342,REC-CDSS-CM-HCM-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-B7DFC74DEF356ADF,REC-CDSS-CM-HCM-02-01-SCD-RISK,心肌病,8
SRCADJ-CARD-BULK-E3DDF0BBA159141C,REC-CDSS-CM-HCM-03-01-MED,心肌病,8
SRCADJ-CARD-BULK-83ADAB0E0AEFB96F,REC-CDSS-CM-HCM-03-02-SRT,心肌病,8
SRCADJ-CARD-BULK-89DBFF84EB2F5523,REC-CDSS-CM-HCM-04-01-FOLLOW,心肌病,8
SRCADJ-CARD-BULK-62B35F09FD804E70,REC-CDSS-CM-DCM-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-C616C8FCD98087D8,REC-CDSS-CM-DCM-02-01-GDMT,心肌病,8
SRCADJ-CARD-BULK-0F7DD539A82FEC02,REC-CDSS-CM-DCM-02-02-DEVICE,心肌病,8
SRCADJ-CARD-BULK-D089E4462510EF20,REC-CDSS-CM-DCM-03-01-FOLLOW,心肌病,8
SRCADJ-CARD-BULK-6EE7EE69DDBA8449,REC-CDSS-CM-RCM-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-82D4E4235C03A6C7,REC-CDSS-CM-RCM-02-01-TREAT,心肌病,8
SRCADJ-CARD-BULK-1241C7D9AC947762,REC-CDSS-CM-ACM-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-AF0F3F2EF5309BC0,REC-CDSS-CM-ACM-02-01-RISK,心肌病,8
SRCADJ-CARD-BULK-FBB90FFA46D2CE98,REC-CDSS-CM-ACM-03-01-TREAT,心肌病,8
SRCADJ-CARD-BULK-EC110E49A836F4A2,REC-CDSS-CM-ARVC-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-45432BD022EDA154,REC-CDSS-CM-ARVC-02-01-TREAT,心肌病,8
SRCADJ-CARD-BULK-F870792E4F651320,REC-CDSS-CM-ALVC-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-D1C56802B287EEFE,REC-CDSS-CM-ALVC-02-01-TREAT,心肌病,8
SRCADJ-CARD-BULK-9FC44CDB8E524645,REC-CDSS-CM-ABVC-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-C05D8AF734FCDD2B,REC-CDSS-CM-ABVC-02-01-TREAT,心肌病,8
SRCADJ-CARD-BULK-A8A0EEE78354B2C8,REC-CDSS-CM-AMYLOID-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-0042AF0E07365185,REC-CDSS-CM-AMYLOID-02-01-TREAT,心肌病,8
SRCADJ-CARD-BULK-38F060514308D0D0,REC-CDSS-CM-FABRY-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-844E03C7E4582905,REC-CDSS-CM-FABRY-02-01-TREAT,心肌病,8
SRCADJ-CARD-BULK-222FCF1528E52A6F,REC-CDSS-CM-ATRIAL-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-88E3529ED7C8A660,REC-CDSS-CM-ATRIAL-02-01-TREAT,心肌病,8
SRCADJ-CARD-BULK-A073B3649CFB3E31,REC-CDSS-CM-NDLVCM-01-01-DIAG,心肌病,8
SRCADJ-CARD-BULK-69F49FB50680E452,REC-CDSS-CM-NDLVCM-02-01-RISK,心肌病,8
SRCADJ-CARD-BULK-74E05B134F397678,REC-CDSS-CM-ICM-01-01-DIAG,冠心病,8
SRCADJ-CARD-BULK-708DDCD957E4EB24,REC-CDSS-CM-ICM-02-01-REVASC,冠心病,8
SRCADJ-CARD-BULK-C63A05FAEAAAD007,REC-CDSS-HF-HF-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-1B90D068F76A88DC,REC-CDSS-HF-HF-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-08B7877F1017D7DF,REC-CDSS-HF-HF-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-E6B077F3057C9894,REC-CDSS-HF-HF-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-E3258A1B98064193,REC-CDSS-HF-HF-AHF-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-ED7CDA8615F38E36,REC-CDSS-HF-HF-AHF-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-2A086A40F5E69B4C,REC-CDSS-HF-HF-AHF-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-60EE069973F04370,REC-CDSS-HF-HF-AHF-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-892C6B7705305840,REC-CDSS-HF-HF-BIVENTRICULAR-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-80689BCFEE18CF71,REC-CDSS-HF-HF-BIVENTRICULAR-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-9EB70B2EC730E0A2,REC-CDSS-HF-HF-BIVENTRICULAR-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-5DDA98844CC8C583,REC-CDSS-HF-HF-BIVENTRICULAR-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-C6969F157EC503FD,REC-CDSS-HF-HF-CHF-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-8E0D8857AAB74BE4,REC-CDSS-HF-HF-CHF-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-2BEE0986C3EBB86E,REC-CDSS-HF-HF-CHF-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-89F9FF631BC0B9AA,REC-CDSS-HF-HF-CHF-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-B77B1FE279E746D8,REC-CDSS-HF-HF-DIALYSIS-CHF-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-B1E12C3EAB401A13,REC-CDSS-HF-HF-DIALYSIS-CHF-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-69FA9EE9E8F7E586,REC-CDSS-HF-HF-DIALYSIS-CHF-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-1E7E170C5D64E144,REC-CDSS-HF-HF-DIALYSIS-CHF-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-C02E82B265C27223,REC-CDSS-HF-HF-HFmrEF-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-4949D547B768AC36,REC-CDSS-HF-HF-HFmrEF-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-0F1E8EB6389C2763,REC-CDSS-HF-HF-HFmrEF-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-ACC758851DD7ECC3,REC-CDSS-HF-HF-HFmrEF-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-AD3613D12D673F6B,REC-CDSS-HF-HF-HFpEF-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-A420B136071B32C1,REC-CDSS-HF-HF-HFpEF-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-A8E7652884650E53,REC-CDSS-HF-HF-HFpEF-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-CB9363EB258702FB,REC-CDSS-HF-HF-HFpEF-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-49F4F09384DC6903,REC-CDSS-HF-HF-HFrEF-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-301C30173A48FA36,REC-CDSS-HF-HF-HFrEF-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-8F3BDD1EAF146509,REC-CDSS-HF-HF-HFrEF-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-8581F8A85C3EB3A2,REC-CDSS-HF-HF-HFrEF-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-253DE01F93BD53CC,REC-CDSS-HF-HF-LEFT-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-663B5196B2468689,REC-CDSS-HF-HF-LEFT-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-D37121A25E5FD419,REC-CDSS-HF-HF-LEFT-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-CAB0CE2F32925372,REC-CDSS-HF-HF-LEFT-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-A5F8FEBB73FE9E3E,REC-CDSS-HF-HF-POST-MI-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-16CB0E0DD8814C3D,REC-CDSS-HF-HF-POST-MI-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-D3515B3175B6577E,REC-CDSS-HF-HF-POST-MI-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-180318FF621D4F78,REC-CDSS-HF-HF-POST-MI-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-7B6A29BE36C5FEA3,REC-CDSS-HF-HF-RIGHT-01-01-DIAG,心力衰竭,8
SRCADJ-CARD-BULK-F0CC0C61DFFE8B89,REC-CDSS-HF-HF-RIGHT-02-01-RISK,心力衰竭,8
SRCADJ-CARD-BULK-D7DC656BE13CFF45,REC-CDSS-HF-HF-RIGHT-03-01-TREAT,心力衰竭,8
SRCADJ-CARD-BULK-2A15AE412316C932,REC-CDSS-HF-HF-RIGHT-04-01-FOLLOW,心力衰竭,8
SRCADJ-CARD-BULK-3A08F4D2CA7D6F2B,REC-CDSS-AF-ARR-AF-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-EA2D525F55C06122,REC-CDSS-AF-ARR-AF-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-35DCDB9CA05A6813,REC-CDSS-AF-ARR-AF-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-C420032223961158,REC-CDSS-SVTAFL-ARR-AFL-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-A6CB4FDFB6998847,REC-CDSS-SVTAFL-ARR-AFL-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-938AD43834A546ED,REC-CDSS-SVTAFL-ARR-AFL-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-9E6FD380ED530DE1,REC-CDSS-SVTAFL-ARR-AFL-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-3F990B2767F98F24,REC-CDSS-SVTAFL-ARR-AT-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-9C0AAFD8919870F3,REC-CDSS-SVTAFL-ARR-AT-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-55ED314BAACDE562,REC-CDSS-SVTAFL-ARR-AT-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-8DED9FD0244D0AD1,REC-CDSS-SVTAFL-ARR-AT-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-55F871C12F7E66E5,REC-CDSS-SVTAFL-ARR-AVNRT-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-B0C456BB1108F109,REC-CDSS-SVTAFL-ARR-AVNRT-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-396E8072F1D44900,REC-CDSS-SVTAFL-ARR-AVNRT-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-76324D6BE38764A7,REC-CDSS-SVTAFL-ARR-AVNRT-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-0006F9D3B9435B0C,REC-CDSS-SVTAFL-ARR-AVRT-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-CEC42CA995CD9515,REC-CDSS-SVTAFL-ARR-AVRT-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-668779F63DEFFE8F,REC-CDSS-SVTAFL-ARR-AVRT-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-63D601A1D73A39FD,REC-CDSS-SVTAFL-ARR-AVRT-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-8CF743B4B65DE432,REC-CDSS-SVTAFL-ARR-SVT-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-6638405CE31E807E,REC-CDSS-SVTAFL-ARR-SVT-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-C8E1D66C368AE6D0,REC-CDSS-SVTAFL-ARR-SVT-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-93B42A359E155468,REC-CDSS-SVTAFL-ARR-SVT-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-AC696459C465B563,REC-CDSS-SVTAFL-ARR-WPW-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-A8DE0FAC1E5D630E,REC-CDSS-SVTAFL-ARR-WPW-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-CB71EEFD14B25A21,REC-CDSS-SVTAFL-ARR-WPW-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-41D35FA9656BE4C2,REC-CDSS-SVTAFL-ARR-WPW-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-BCF9FDE9DE2D04B9,REC-CDSS-VASCD-ARR-BRUGADA-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-9790ACEF7FDDCCA3,REC-CDSS-VASCD-ARR-BRUGADA-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-DB5A33FD1A90E7A7,REC-CDSS-VASCD-ARR-BRUGADA-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-0240BA92921951CC,REC-CDSS-VASCD-ARR-BRUGADA-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-B361802B47C4C251,REC-CDSS-VASCD-ARR-CPVT-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-C2528BB1D8F1000B,REC-CDSS-VASCD-ARR-CPVT-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-F139631AF1D3BF59,REC-CDSS-VASCD-ARR-CPVT-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-B5344331B921CE37,REC-CDSS-VASCD-ARR-CPVT-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-078F180B997B8B4D,REC-CDSS-VASCD-ARR-LQTS-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-3226C39985731584,REC-CDSS-VASCD-ARR-LQTS-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-236873669727C98C,REC-CDSS-VASCD-ARR-LQTS-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-9EDF906180BB7691,REC-CDSS-VASCD-ARR-LQTS-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-D631B7DC11CE53ED,REC-CDSS-VASCD-ARR-NSVT-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-B065D1BAE1F0D68B,REC-CDSS-VASCD-ARR-NSVT-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-497B4C5D1167B619,REC-CDSS-VASCD-ARR-NSVT-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-32CEC474F6C31F72,REC-CDSS-VASCD-ARR-NSVT-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-1341B933001E9919,REC-CDSS-VASCD-ARR-PVC-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-1664AF7D6B645628,REC-CDSS-VASCD-ARR-PVC-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-16D63B6DB05E47E4,REC-CDSS-VASCD-ARR-PVC-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-F95C75E42D5B040E,REC-CDSS-VASCD-ARR-PVC-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-38986A74C4D8DA78,REC-CDSS-VASCD-ARR-SQTS-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-89B282460A291EAB,REC-CDSS-VASCD-ARR-SQTS-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-26D4762FA14FFDA3,REC-CDSS-VASCD-ARR-SQTS-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-E58AA8CEAC18C4D6,REC-CDSS-VASCD-ARR-SQTS-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-6CADC2369A4A67B6,REC-CDSS-VASCD-ARR-TDP-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-2346566467488311,REC-CDSS-VASCD-ARR-TDP-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-E508D03C051E383C,REC-CDSS-VASCD-ARR-TDP-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-A59EB5D9070D5742,REC-CDSS-VASCD-ARR-TDP-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-E2A3551826317A70,REC-CDSS-VASCD-ARR-VA-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-3DDF2CF72E85D761,REC-CDSS-VASCD-ARR-VA-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-D5E76ED4D327107C,REC-CDSS-VASCD-ARR-VA-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-BD014C76197FA2B3,REC-CDSS-VASCD-ARR-VA-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-7340F2026CD3D39C,REC-CDSS-VASCD-ARR-VF-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-AD70AD9450865DFE,REC-CDSS-VASCD-ARR-VF-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-3808E44B918D68B9,REC-CDSS-VASCD-ARR-VF-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-73F1A3DFE2CD87A1,REC-CDSS-VASCD-ARR-VF-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-F8A792ECE53904BB,REC-CDSS-VASCD-ARR-VT-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-2EBDF884A393C5BB,REC-CDSS-VASCD-ARR-VT-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-39A529D8FE6C17E9,REC-CDSS-VASCD-ARR-VT-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-EED399DCD49CB958,REC-CDSS-VASCD-ARR-VT-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-B5495E9805E8C72E,REC-CDSS-BRADYAVB-ARR-AVB-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-632EE157CA5BE630,REC-CDSS-BRADYAVB-ARR-AVB-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-1823E5F9608649C3,REC-CDSS-BRADYAVB-ARR-AVB-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-E16D28EF8ED4574B,REC-CDSS-BRADYAVB-ARR-AVB-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-4DFF01A04D1FC826,REC-CDSS-BRADYAVB-ARR-AVB1-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-002D69A208E100FC,REC-CDSS-BRADYAVB-ARR-AVB1-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-37ED798B1BB7B38C,REC-CDSS-BRADYAVB-ARR-AVB1-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-A132ADDE5A239ECA,REC-CDSS-BRADYAVB-ARR-AVB1-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-F508AB8D8FA3C216,REC-CDSS-BRADYAVB-ARR-AVB2-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-F584C64B2EBC6D93,REC-CDSS-BRADYAVB-ARR-AVB2-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-9BFFE41D1DC43161,REC-CDSS-BRADYAVB-ARR-AVB2-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-4608B1BD58E0BCED,REC-CDSS-BRADYAVB-ARR-AVB2-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-005F01DE4C0EB709,REC-CDSS-BRADYAVB-ARR-AVB3-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-8645EB9DC21F776A,REC-CDSS-BRADYAVB-ARR-AVB3-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-7020C4DD92669707,REC-CDSS-BRADYAVB-ARR-AVB3-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-528DAF730834F14D,REC-CDSS-BRADYAVB-ARR-AVB3-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-3C6CAE8E4C489A1D,REC-CDSS-BRADYAVB-ARR-BBB-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-03C92D8D14862CCC,REC-CDSS-BRADYAVB-ARR-BBB-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-D701C46D4FB61178,REC-CDSS-BRADYAVB-ARR-BBB-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-2A9FFA25C51E5162,REC-CDSS-BRADYAVB-ARR-BBB-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-FA0DA15615C1EB0B,REC-CDSS-BRADYAVB-ARR-BRADY-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-4120CD116C289636,REC-CDSS-BRADYAVB-ARR-BRADY-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-12F4F6F341CE1121,REC-CDSS-BRADYAVB-ARR-BRADY-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-AF94FEEC889C8C64,REC-CDSS-BRADYAVB-ARR-BRADY-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-EDFE7CB1C7E60DDB,REC-CDSS-BRADYAVB-ARR-SAB-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-859FF896700F6DBE,REC-CDSS-BRADYAVB-ARR-SAB-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-FC2008B2BAC51115,REC-CDSS-BRADYAVB-ARR-SAB-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-9071E14060F04845,REC-CDSS-BRADYAVB-ARR-SAB-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-20ABFD1F70D9F21D,REC-CDSS-BRADYAVB-ARR-SB-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-E4343653989C28F7,REC-CDSS-BRADYAVB-ARR-SB-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-029E5CA5998EFE12,REC-CDSS-BRADYAVB-ARR-SB-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-CDA7ADCFAC254EDE,REC-CDSS-BRADYAVB-ARR-SB-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-7B814D5DA091DE79,REC-CDSS-BRADYAVB-ARR-SND-01-01-DIAG,心律失常,8
SRCADJ-CARD-BULK-92B32D804D385729,REC-CDSS-BRADYAVB-ARR-SND-02-01-RISK,心律失常,8
SRCADJ-CARD-BULK-51918C63C5C424B3,REC-CDSS-BRADYAVB-ARR-SND-03-01-TREAT,心律失常,8
SRCADJ-CARD-BULK-7C3CD38F4C59DC3C,REC-CDSS-BRADYAVB-ARR-SND-04-01-FOLLOW,心律失常,8
SRCADJ-CARD-BULK-9E1668AB5CA18A0E,REC-HT-CKD-DIAG-DXC-CKD,高血压,8
SRCADJ-CARD-BULK-89B3B14F81B042A2,REC-HT-CKD-FU-FU-CKD-BP-RENAL,高血压,8
SRCADJ-CARD-BULK-E6AFF50013BBBC1F,REC-HT-CKD-TX-PLAN-CARD-BDE62A3BE028,高血压,8
SRCADJ-CARD-BULK-195DDB74AF93201D,REC-HT-ELDERLY-DIAG-DXC-ELDERLY,高血压,8
SRCADJ-CARD-BULK-43274898E76C6C65,REC-HT-ELDERLY-FU-FU-CARD-A15AFD3EECB9,高血压,8
SRCADJ-CARD-BULK-0339E6B0B4FA8533,REC-HT-ELDERLY-TX-PLAN-CARD-0CDCF256C0E6,高血压,8
SRCADJ-CARD-BULK-6109AAB848BBAD73,REC-HT-EMERGENCY-DIAG-DXC-EMERGENCY,高血压,8
SRCADJ-CARD-BULK-79234BCBE406F431,REC-HT-EMERGENCY-FU-FU-CARD-5C2A91913A3B,高血压,8
SRCADJ-CARD-BULK-2C1F7127C1613FF4,REC-HT-EMERGENCY-TX-PLAN-CARD-0CDCF256C0E6,高血压,8
SRCADJ-CARD-BULK-F13A69262BFBB0C3,REC-HT-EMERGENCY-TX-PLAN-CARD-BDE62A3BE028,高血压,8
SRCADJ-CARD-BULK-7359694EBBCFD4DE,REC-HT-ENDOCRINE-DIAG-DXC-CARD-71E8C657623B,高血压,8
SRCADJ-CARD-BULK-921C8F04D051787C,REC-HT-ENDOCRINE-FU-FU-CARD-FD508C0F17A1,高血压,8
SRCADJ-CARD-BULK-E6DE318A28E0D4D4,REC-HT-ENDOCRINE-TX-PLAN-CARD-BDE62A3BE028,高血压,8
SRCADJ-CARD-BULK-CD3D7E6B8B61C900,REC-HT-HT-DIAG-DXC-CARD-AA96D71FB917,高血压,8
SRCADJ-CARD-BULK-9791D24D9ED6CE30,REC-HT-HT-FU-FU-CARD-67AAA3B7D885,高血压,8
SRCADJ-CARD-BULK-9BCB53F90A6FD0C3,REC-HT-HT-TX-PLAN-CARD-0CDCF256C0E6,高血压,8
SRCADJ-CARD-BULK-6B00E19C2262CD19,REC-HT-HT-TX-PLAN-CARD-2081B78ED14D,高血压,8
