alias_norm,alias_examples,target_count,targets,source_batches
药物,药物,50,TreatmentPlan:Brugada综合征治疗方案:PLAN-CARD-A977F77F5BC2 || TreatmentPlan:ST段抬高型心肌梗死治疗方案:PLAN-CARD-46086B93DD2D || TreatmentPlan:不稳定型心绞痛治疗方案:PLAN-CARD-8B4C35522D9A || TreatmentPlan:儿茶酚胺敏感性多形性室性心动过速治疗方案:PLAN-CARD-D4265EE715BD || TreatmentPlan:全心衰竭治疗方案:PLAN-CARD-E34C37595CAA || TreatmentPlan:右心衰竭治疗方案:PLAN-CARD-E843FA63DDCF || TreatmentPlan:室上性心动过速治疗方案:PLAN-CARD-18BAD30E125A || TreatmentPlan:室性心律失常治疗方案:PLAN-CARD-2DBB5F9C858E || TreatmentPlan:室性期前收缩治疗方案:PLAN-CARD-77E2B4A66CCD || TreatmentPlan:射血分数保留的心力衰竭治疗方案:PLAN-CARD-71EEE6F12EA8 || TreatmentPlan:射血分数轻度降低的心力衰竭治疗方案:PLAN-CARD-BC4747CE025F || TreatmentPlan:射血分数降低的心力衰竭治疗方案:PLAN-CARD-4C0507593DD1 || TreatmentPlan:尖端扭转型室性心动过速治疗方案:PLAN-CARD-6162E45256D2 || TreatmentPlan:左心衰竭治疗方案:PLAN-CARD-D0BC88D1FA7D || TreatmentPlan:心力衰竭治疗方案:PLAN-CARD-EFF16DE5C7BC || TreatmentPlan:心室扑动与心室颤动治疗方案:PLAN-CARD-F4DFEE3BA390 || TreatmentPlan:心房扑动治疗方案:PLAN-CARD-85C337BCB2D5 || TreatmentPlan:心房颤动治疗方案:PLAN-CARD-0315A5E784A6 || TreatmentPlan:心肌梗死后心力衰竭治疗方案:PLAN-CARD-019D9CFB289A || TreatmentPlan:心脏性猝死治疗方案:PLAN-CARD-B9AD52AAFDDB,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
预后,预后,48,Prognosis:Brugada综合征预后:PROG-CARD-254948E12562 || Prognosis:ST段抬高型心肌梗死预后:PROG-CARD-4C77A9B089FF || Prognosis:不稳定型心绞痛预后:PROG-CARD-AA03DE60B235 || Prognosis:儿茶酚胺敏感性多形性室性心动过速预后:PROG-CARD-C6CC03D7EF2F || Prognosis:全心衰竭预后:PROG-CARD-B464D035C983 || Prognosis:右心衰竭预后:PROG-CARD-7F16B709ACCF || Prognosis:室上性心动过速预后:PROG-CARD-2B965337D271 || Prognosis:室性心律失常预后:PROG-CARD-01A80A4DFA34 || Prognosis:室性期前收缩预后:PROG-CARD-C2428919C0DB || Prognosis:射血分数保留的心力衰竭预后:PROG-CARD-FE73782A190B || Prognosis:射血分数轻度降低的心力衰竭预后:PROG-CARD-E51B195201AE || Prognosis:射血分数降低的心力衰竭预后:PROG-CARD-A4852FA0EF7F || Prognosis:尖端扭转型室性心动过速预后:PROG-CARD-9CC4ECC0CC18 || Prognosis:左心衰竭预后:PROG-CARD-A80946F4AE1D || Prognosis:心力衰竭预后:PROG-CARD-722146323ACB || Prognosis:心室扑动与心室颤动预后:PROG-CARD-43029918B7A3 || Prognosis:心房扑动预后:PROG-CARD-20AB85CEE1FD || Prognosis:心房颤动预后:PROG-CARD-191D2B9A6F36 || Prognosis:心肌梗死后心力衰竭预后:PROG-CARD-1568DD28D85E || Prognosis:心脏性猝死预后:PROG-CARD-ED540D3E300D,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
死亡率,死亡率,47,Prognosis:Brugada综合征预后:PROG-CARD-254948E12562 || Prognosis:ST段抬高型心肌梗死预后:PROG-CARD-4C77A9B089FF || Prognosis:不稳定型心绞痛预后:PROG-CARD-AA03DE60B235 || Prognosis:儿茶酚胺敏感性多形性室性心动过速预后:PROG-CARD-C6CC03D7EF2F || Prognosis:全心衰竭预后:PROG-CARD-B464D035C983 || Prognosis:右心衰竭预后:PROG-CARD-7F16B709ACCF || Prognosis:室上性心动过速预后:PROG-CARD-2B965337D271 || Prognosis:室性心律失常预后:PROG-CARD-01A80A4DFA34 || Prognosis:室性期前收缩预后:PROG-CARD-C2428919C0DB || Prognosis:射血分数保留的心力衰竭预后:PROG-CARD-FE73782A190B || Prognosis:射血分数轻度降低的心力衰竭预后:PROG-CARD-E51B195201AE || Prognosis:射血分数降低的心力衰竭预后:PROG-CARD-A4852FA0EF7F || Prognosis:尖端扭转型室性心动过速预后:PROG-CARD-9CC4ECC0CC18 || Prognosis:左心衰竭预后:PROG-CARD-A80946F4AE1D || Prognosis:心力衰竭预后:PROG-CARD-722146323ACB || Prognosis:心室扑动与心室颤动预后:PROG-CARD-43029918B7A3 || Prognosis:心房扑动预后:PROG-CARD-20AB85CEE1FD || Prognosis:心房颤动预后:PROG-CARD-191D2B9A6F36 || Prognosis:心肌梗死后心力衰竭预后:PROG-CARD-1568DD28D85E || Prognosis:心脏性猝死预后:PROG-CARD-ED540D3E300D,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
生存率,生存率,47,Prognosis:Brugada综合征预后:PROG-CARD-254948E12562 || Prognosis:ST段抬高型心肌梗死预后:PROG-CARD-4C77A9B089FF || Prognosis:不稳定型心绞痛预后:PROG-CARD-AA03DE60B235 || Prognosis:儿茶酚胺敏感性多形性室性心动过速预后:PROG-CARD-C6CC03D7EF2F || Prognosis:全心衰竭预后:PROG-CARD-B464D035C983 || Prognosis:右心衰竭预后:PROG-CARD-7F16B709ACCF || Prognosis:室上性心动过速预后:PROG-CARD-2B965337D271 || Prognosis:室性心律失常预后:PROG-CARD-01A80A4DFA34 || Prognosis:室性期前收缩预后:PROG-CARD-C2428919C0DB || Prognosis:射血分数保留的心力衰竭预后:PROG-CARD-FE73782A190B || Prognosis:射血分数轻度降低的心力衰竭预后:PROG-CARD-E51B195201AE || Prognosis:射血分数降低的心力衰竭预后:PROG-CARD-A4852FA0EF7F || Prognosis:尖端扭转型室性心动过速预后:PROG-CARD-9CC4ECC0CC18 || Prognosis:左心衰竭预后:PROG-CARD-A80946F4AE1D || Prognosis:心力衰竭预后:PROG-CARD-722146323ACB || Prognosis:心室扑动与心室颤动预后:PROG-CARD-43029918B7A3 || Prognosis:心房扑动预后:PROG-CARD-20AB85CEE1FD || Prognosis:心房颤动预后:PROG-CARD-191D2B9A6F36 || Prognosis:心肌梗死后心力衰竭预后:PROG-CARD-1568DD28D85E || Prognosis:心脏性猝死预后:PROG-CARD-ED540D3E300D,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
复查,复查,46,FollowUp:Brugada综合征随访方案:FU-CARD-DACB92B0C5DD || FollowUp:ST段抬高型心肌梗死随访方案:FU-CARD-CE3E83B4C5CE || FollowUp:不稳定型心绞痛随访方案:FU-CARD-0F81C23E250E || FollowUp:儿茶酚胺敏感性多形性室性心动过速随访方案:FU-CARD-CA6D6BEF3F11 || FollowUp:右心衰竭随访方案:FU-CARD-29AFBDFB220D || FollowUp:室上性心动过速随访方案:FU-CARD-00103E0E5112 || FollowUp:室性心律失常随访方案:FU-CARD-560244BBE36C || FollowUp:室性期前收缩随访方案:FU-CARD-9EE0B12A0727 || FollowUp:射血分数保留的心力衰竭随访方案:FU-CARD-D060708A226F || FollowUp:射血分数轻度降低的心力衰竭随访方案:FU-CARD-C57FA7D6D28B || FollowUp:射血分数降低的心力衰竭随访方案:FU-CARD-1302594CF43E || FollowUp:尖端扭转型室性心动过速随访方案:FU-CARD-1F8B40D282BA || FollowUp:左心衰竭随访方案:FU-CARD-66D4C98C712F || FollowUp:心力衰竭随访方案:FU-CARD-8BCE7C3349BC || FollowUp:心室扑动与心室颤动随访方案:FU-CARD-615F1DEDC4A6 || FollowUp:心房心肌病随访方案:FU-CARD-4F0F5C00E92E || FollowUp:心房扑动随访方案:FU-CARD-39BD08E82048 || FollowUp:心房颤动随访方案:FU-CARD-CE0CF6305FAF || FollowUp:心肌梗死后心力衰竭随访方案:FU-CARD-8C8AB2EC9F7D || FollowUp:心脏性猝死随访方案:FU-CARD-ECE6663DB61D,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
随访,随访,46,FollowUp:Brugada综合征随访方案:FU-CARD-DACB92B0C5DD || FollowUp:ST段抬高型心肌梗死随访方案:FU-CARD-CE3E83B4C5CE || FollowUp:不稳定型心绞痛随访方案:FU-CARD-0F81C23E250E || FollowUp:儿茶酚胺敏感性多形性室性心动过速随访方案:FU-CARD-CA6D6BEF3F11 || FollowUp:右心衰竭随访方案:FU-CARD-29AFBDFB220D || FollowUp:室上性心动过速随访方案:FU-CARD-00103E0E5112 || FollowUp:室性心律失常随访方案:FU-CARD-560244BBE36C || FollowUp:室性期前收缩随访方案:FU-CARD-9EE0B12A0727 || FollowUp:射血分数保留的心力衰竭随访方案:FU-CARD-D060708A226F || FollowUp:射血分数轻度降低的心力衰竭随访方案:FU-CARD-C57FA7D6D28B || FollowUp:射血分数降低的心力衰竭随访方案:FU-CARD-1302594CF43E || FollowUp:尖端扭转型室性心动过速随访方案:FU-CARD-1F8B40D282BA || FollowUp:左心衰竭随访方案:FU-CARD-66D4C98C712F || FollowUp:心力衰竭随访方案:FU-CARD-8BCE7C3349BC || FollowUp:心室扑动与心室颤动随访方案:FU-CARD-615F1DEDC4A6 || FollowUp:心房心肌病随访方案:FU-CARD-4F0F5C00E92E || FollowUp:心房扑动随访方案:FU-CARD-39BD08E82048 || FollowUp:心房颤动随访方案:FU-CARD-CE0CF6305FAF || FollowUp:心肌梗死后心力衰竭随访方案:FU-CARD-8C8AB2EC9F7D || FollowUp:心脏性猝死随访方案:FU-CARD-ECE6663DB61D,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
诊断,诊断,41,DiagnosisCriteria:Brugada综合征诊断标准:DXC-CARD-REQ-A69DF947813A || DiagnosisCriteria:ST段抬高型心肌梗死诊断标准:DXC-CARD-36BC5337C93C || DiagnosisCriteria:儿茶酚胺敏感性多形性室性心动过速诊断标准:DXC-CARD-REQ-FE58A0E71FEE || DiagnosisCriteria:右心衰竭诊断标准:DXC-CARD-FB1FD85809E5 || DiagnosisCriteria:室上性心动过速诊断标准:DXC-CARD-FD25F5A6CB2C || DiagnosisCriteria:室性心律失常诊断标准:DXC-CARD-REQ-206010AB3275 || DiagnosisCriteria:室性期前收缩诊断标准:DXC-CARD-E67828C4B263 || DiagnosisCriteria:射血分数保留的心力衰竭诊断标准:DXC-CARD-2456E1DC2365 || DiagnosisCriteria:射血分数轻度降低的心力衰竭诊断标准:DXC-CARD-28280DD401C8 || DiagnosisCriteria:射血分数降低的心力衰竭诊断标准:DXC-CARD-221AA46B58A3 || DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || DiagnosisCriteria:左心衰竭诊断标准:DXC-CARD-25510C02A8C8 || DiagnosisCriteria:心力衰竭诊断标准:DXC-CARD-C9F14771A730 || DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || DiagnosisCriteria:心房扑动诊断标准:DXC-CARD-04B9595EC8CA || DiagnosisCriteria:心房颤动诊断标准:DXC-CARD-5996B55AA97D || DiagnosisCriteria:心肌梗死后心力衰竭诊断标准:DXC-CARD-5A4BCEDA1085 || DiagnosisCriteria:心脏性猝死诊断标准:DXC-CARD-6B002C8433DE || DiagnosisCriteria:心脏骤停诊断标准:DXC-CARD-663B41A63239 || DiagnosisCriteria:急性冠脉综合征诊断标准:DXC-CARD-30F656ACB669,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
诊断依据,诊断依据,41,DiagnosisCriteria:Brugada综合征诊断标准:DXC-CARD-REQ-A69DF947813A || DiagnosisCriteria:ST段抬高型心肌梗死诊断标准:DXC-CARD-36BC5337C93C || DiagnosisCriteria:儿茶酚胺敏感性多形性室性心动过速诊断标准:DXC-CARD-REQ-FE58A0E71FEE || DiagnosisCriteria:右心衰竭诊断标准:DXC-CARD-FB1FD85809E5 || DiagnosisCriteria:室上性心动过速诊断标准:DXC-CARD-FD25F5A6CB2C || DiagnosisCriteria:室性心律失常诊断标准:DXC-CARD-REQ-206010AB3275 || DiagnosisCriteria:室性期前收缩诊断标准:DXC-CARD-E67828C4B263 || DiagnosisCriteria:射血分数保留的心力衰竭诊断标准:DXC-CARD-2456E1DC2365 || DiagnosisCriteria:射血分数轻度降低的心力衰竭诊断标准:DXC-CARD-28280DD401C8 || DiagnosisCriteria:射血分数降低的心力衰竭诊断标准:DXC-CARD-221AA46B58A3 || DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || DiagnosisCriteria:左心衰竭诊断标准:DXC-CARD-25510C02A8C8 || DiagnosisCriteria:心力衰竭诊断标准:DXC-CARD-C9F14771A730 || DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || DiagnosisCriteria:心房扑动诊断标准:DXC-CARD-04B9595EC8CA || DiagnosisCriteria:心房颤动诊断标准:DXC-CARD-5996B55AA97D || DiagnosisCriteria:心肌梗死后心力衰竭诊断标准:DXC-CARD-5A4BCEDA1085 || DiagnosisCriteria:心脏性猝死诊断标准:DXC-CARD-6B002C8433DE || DiagnosisCriteria:心脏骤停诊断标准:DXC-CARD-663B41A63239 || DiagnosisCriteria:急性冠脉综合征诊断标准:DXC-CARD-30F656ACB669,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
诊断标准,诊断标准,41,DiagnosisCriteria:Brugada综合征诊断标准:DXC-CARD-REQ-A69DF947813A || DiagnosisCriteria:ST段抬高型心肌梗死诊断标准:DXC-CARD-36BC5337C93C || DiagnosisCriteria:儿茶酚胺敏感性多形性室性心动过速诊断标准:DXC-CARD-REQ-FE58A0E71FEE || DiagnosisCriteria:右心衰竭诊断标准:DXC-CARD-FB1FD85809E5 || DiagnosisCriteria:室上性心动过速诊断标准:DXC-CARD-FD25F5A6CB2C || DiagnosisCriteria:室性心律失常诊断标准:DXC-CARD-REQ-206010AB3275 || DiagnosisCriteria:室性期前收缩诊断标准:DXC-CARD-E67828C4B263 || DiagnosisCriteria:射血分数保留的心力衰竭诊断标准:DXC-CARD-2456E1DC2365 || DiagnosisCriteria:射血分数轻度降低的心力衰竭诊断标准:DXC-CARD-28280DD401C8 || DiagnosisCriteria:射血分数降低的心力衰竭诊断标准:DXC-CARD-221AA46B58A3 || DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || DiagnosisCriteria:左心衰竭诊断标准:DXC-CARD-25510C02A8C8 || DiagnosisCriteria:心力衰竭诊断标准:DXC-CARD-C9F14771A730 || DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || DiagnosisCriteria:心房扑动诊断标准:DXC-CARD-04B9595EC8CA || DiagnosisCriteria:心房颤动诊断标准:DXC-CARD-5996B55AA97D || DiagnosisCriteria:心肌梗死后心力衰竭诊断标准:DXC-CARD-5A4BCEDA1085 || DiagnosisCriteria:心脏性猝死诊断标准:DXC-CARD-6B002C8433DE || DiagnosisCriteria:心脏骤停诊断标准:DXC-CARD-663B41A63239 || DiagnosisCriteria:急性冠脉综合征诊断标准:DXC-CARD-30F656ACB669,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
致病基因,致病基因,37,Etiology:Brugada综合征病因:ETI-CARD-DCE9C9C99859 || Etiology:ST段抬高型心肌梗死病因:ETI-CARD-CEB39C5E49C1 || Etiology:不稳定型心绞痛病因:ETI-CARD-DADF50572D4D || Etiology:儿茶酚胺敏感性多形性室性心动过速病因:ETI-CARD-2BC99F45922C || Etiology:室性心律失常病因:ETI-CARD-D31D198BB300 || Etiology:室性期前收缩病因:ETI-CARD-445EDCD08CB8 || Etiology:射血分数保留的心力衰竭病因:ETI-CARD-EB35D779331A || Etiology:尖端扭转型室性心动过速病因:ETI-CARD-779728ACACB6 || Etiology:心力衰竭病因:ETI-CARD-B43517A0126A || Etiology:心室扑动与心室颤动病因:ETI-CARD-8C2CF3C09849 || Etiology:心房扑动病因:ETI-CARD-71D9976D86B2 || Etiology:心房颤动病因:ETI-CARD-493A9E85EE27 || Etiology:心脏性猝死病因:ETI-CARD-1AD23A8DCCC7 || Etiology:心脏骤停病因:ETI-CARD-CAC14002A9DF || Etiology:急性冠脉综合征病因:ETI-CARD-0CA6AE3037A1 || Etiology:急性心力衰竭病因:ETI-CARD-534BFDB17C84 || Etiology:急性心肌梗死病因:ETI-CARD-D9D0FDB893C3 || Etiology:慢性冠脉综合征病因:ETI-CARD-F2724DDC3084 || Etiology:慢性心力衰竭病因:ETI-CARD-DA18596B972A || Etiology:扩张型心肌病病因:ETI-CARD-AAB212B53290,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
动脉粥样硬化,动脉粥样硬化,36,Etiology:Brugada综合征病因:ETI-CARD-DCE9C9C99859 || Etiology:ST段抬高型心肌梗死病因:ETI-CARD-CEB39C5E49C1 || Etiology:不稳定型心绞痛病因:ETI-CARD-DADF50572D4D || Etiology:儿茶酚胺敏感性多形性室性心动过速病因:ETI-CARD-2BC99F45922C || Etiology:室性心律失常病因:ETI-CARD-D31D198BB300 || Etiology:室性期前收缩病因:ETI-CARD-445EDCD08CB8 || Etiology:射血分数保留的心力衰竭病因:ETI-CARD-EB35D779331A || Etiology:尖端扭转型室性心动过速病因:ETI-CARD-779728ACACB6 || Etiology:心力衰竭病因:ETI-CARD-B43517A0126A || Etiology:心室扑动与心室颤动病因:ETI-CARD-8C2CF3C09849 || Etiology:心房扑动病因:ETI-CARD-71D9976D86B2 || Etiology:心房颤动病因:ETI-CARD-493A9E85EE27 || Etiology:心脏性猝死病因:ETI-CARD-1AD23A8DCCC7 || Etiology:心脏骤停病因:ETI-CARD-CAC14002A9DF || Etiology:急性冠脉综合征病因:ETI-CARD-0CA6AE3037A1 || Etiology:急性心力衰竭病因:ETI-CARD-534BFDB17C84 || Etiology:急性心肌梗死病因:ETI-CARD-D9D0FDB893C3 || Etiology:慢性冠脉综合征病因:ETI-CARD-F2724DDC3084 || Etiology:慢性心力衰竭病因:ETI-CARD-DA18596B972A || Etiology:扩张型心肌病病因:ETI-CARD-AAB212B53290,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
危险因素,危险因素,36,Etiology:Brugada综合征病因:ETI-CARD-DCE9C9C99859 || Etiology:ST段抬高型心肌梗死病因:ETI-CARD-CEB39C5E49C1 || Etiology:不稳定型心绞痛病因:ETI-CARD-DADF50572D4D || Etiology:儿茶酚胺敏感性多形性室性心动过速病因:ETI-CARD-2BC99F45922C || Etiology:室性心律失常病因:ETI-CARD-D31D198BB300 || Etiology:室性期前收缩病因:ETI-CARD-445EDCD08CB8 || Etiology:射血分数保留的心力衰竭病因:ETI-CARD-EB35D779331A || Etiology:尖端扭转型室性心动过速病因:ETI-CARD-779728ACACB6 || Etiology:心力衰竭病因:ETI-CARD-B43517A0126A || Etiology:心室扑动与心室颤动病因:ETI-CARD-8C2CF3C09849 || Etiology:心房扑动病因:ETI-CARD-71D9976D86B2 || Etiology:心房颤动病因:ETI-CARD-493A9E85EE27 || Etiology:心脏性猝死病因:ETI-CARD-1AD23A8DCCC7 || Etiology:心脏骤停病因:ETI-CARD-CAC14002A9DF || Etiology:急性冠脉综合征病因:ETI-CARD-0CA6AE3037A1 || Etiology:急性心力衰竭病因:ETI-CARD-534BFDB17C84 || Etiology:急性心肌梗死病因:ETI-CARD-D9D0FDB893C3 || Etiology:慢性冠脉综合征病因:ETI-CARD-F2724DDC3084 || Etiology:慢性心力衰竭病因:ETI-CARD-DA18596B972A || Etiology:扩张型心肌病病因:ETI-CARD-AAB212B53290,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
斑块,斑块,36,Etiology:Brugada综合征病因:ETI-CARD-DCE9C9C99859 || Etiology:ST段抬高型心肌梗死病因:ETI-CARD-CEB39C5E49C1 || Etiology:不稳定型心绞痛病因:ETI-CARD-DADF50572D4D || Etiology:儿茶酚胺敏感性多形性室性心动过速病因:ETI-CARD-2BC99F45922C || Etiology:室性心律失常病因:ETI-CARD-D31D198BB300 || Etiology:室性期前收缩病因:ETI-CARD-445EDCD08CB8 || Etiology:射血分数保留的心力衰竭病因:ETI-CARD-EB35D779331A || Etiology:尖端扭转型室性心动过速病因:ETI-CARD-779728ACACB6 || Etiology:心力衰竭病因:ETI-CARD-B43517A0126A || Etiology:心室扑动与心室颤动病因:ETI-CARD-8C2CF3C09849 || Etiology:心房扑动病因:ETI-CARD-71D9976D86B2 || Etiology:心房颤动病因:ETI-CARD-493A9E85EE27 || Etiology:心脏性猝死病因:ETI-CARD-1AD23A8DCCC7 || Etiology:心脏骤停病因:ETI-CARD-CAC14002A9DF || Etiology:急性冠脉综合征病因:ETI-CARD-0CA6AE3037A1 || Etiology:急性心力衰竭病因:ETI-CARD-534BFDB17C84 || Etiology:急性心肌梗死病因:ETI-CARD-D9D0FDB893C3 || Etiology:慢性冠脉综合征病因:ETI-CARD-F2724DDC3084 || Etiology:慢性心力衰竭病因:ETI-CARD-DA18596B972A || Etiology:扩张型心肌病病因:ETI-CARD-AAB212B53290,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
病因,病因,36,Etiology:Brugada综合征病因:ETI-CARD-DCE9C9C99859 || Etiology:ST段抬高型心肌梗死病因:ETI-CARD-CEB39C5E49C1 || Etiology:不稳定型心绞痛病因:ETI-CARD-DADF50572D4D || Etiology:儿茶酚胺敏感性多形性室性心动过速病因:ETI-CARD-2BC99F45922C || Etiology:室性心律失常病因:ETI-CARD-D31D198BB300 || Etiology:室性期前收缩病因:ETI-CARD-445EDCD08CB8 || Etiology:射血分数保留的心力衰竭病因:ETI-CARD-EB35D779331A || Etiology:尖端扭转型室性心动过速病因:ETI-CARD-779728ACACB6 || Etiology:心力衰竭病因:ETI-CARD-B43517A0126A || Etiology:心室扑动与心室颤动病因:ETI-CARD-8C2CF3C09849 || Etiology:心房扑动病因:ETI-CARD-71D9976D86B2 || Etiology:心房颤动病因:ETI-CARD-493A9E85EE27 || Etiology:心脏性猝死病因:ETI-CARD-1AD23A8DCCC7 || Etiology:心脏骤停病因:ETI-CARD-CAC14002A9DF || Etiology:急性冠脉综合征病因:ETI-CARD-0CA6AE3037A1 || Etiology:急性心力衰竭病因:ETI-CARD-534BFDB17C84 || Etiology:急性心肌梗死病因:ETI-CARD-D9D0FDB893C3 || Etiology:慢性冠脉综合征病因:ETI-CARD-F2724DDC3084 || Etiology:慢性心力衰竭病因:ETI-CARD-DA18596B972A || Etiology:扩张型心肌病病因:ETI-CARD-AAB212B53290,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
