alias_norm,alias_examples,target_count,targets,source_batches
short-qtsyndrome,short-QT syndrome,4,DiagnosisCriteria:短QT间期综合征诊断标准:DXC-CARD-REQ-F5E5DC1892EC || Disease:短QT间期综合征:DIS-CARD-ARR-SQTS || Prognosis:短QT间期综合征预后与猝死风险:PROG-CARD-REQ-68DCD74B1832 || Sign:短QT间期综合征相关临床体征:SIGN-CARD-REQ-555D4E5CFAA7,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
shortqtsyndrome,Short QT syndrome,4,DiagnosisCriteria:短QT间期综合征诊断标准:DXC-CARD-REQ-F5E5DC1892EC || Disease:短QT间期综合征:DIS-CARD-ARR-SQTS || Prognosis:短QT间期综合征预后与猝死风险:PROG-CARD-REQ-68DCD74B1832 || Sign:短QT间期综合征相关临床体征:SIGN-CARD-REQ-555D4E5CFAA7,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
sqts,SQTS,4,DiagnosisCriteria:短QT间期综合征诊断标准:DXC-CARD-REQ-F5E5DC1892EC || Disease:短QT间期综合征:DIS-CARD-ARR-SQTS || Prognosis:短QT间期综合征预后与猝死风险:PROG-CARD-REQ-68DCD74B1832 || Sign:短QT间期综合征相关临床体征:SIGN-CARD-REQ-555D4E5CFAA7,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
休克,休克,4,Complication:心源性休克:COMP-CARD-2D4A7476D746 || Complication:血流动力学不稳定:COMP-CARD-281DE99D17D7 || Contraindication:严重低血压:ENT-CARD-E326DEF64FED || Sign:低血压:SIGN-CARD-1FA3A83EF714,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
房颤,房颤,4,Complication:心律失常:COMP-CARD-439BBF78D81C || Complication:心房颤动:COMP-CARD-E1BD377B73CD || DifferentialDiagnosis:心房颤动:DDX-CARD-91D172B6AA3C || Disease:心房颤动:DIS-CARD-ARR-AF,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
电复律,电复律,4,Procedure:同步电复律:PROC-CARD-36488EFD8194 || TreatmentPlan:同步电复律:PLAN-CARD-108E680ADD4F || TreatmentPlan:复律治疗:PLAN-CARD-7CC38FBA6F57 || TreatmentPlan:电复律除颤:PLAN-CARD-A694F46F1102,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
短qt综合征,短QT综合征,4,DiagnosisCriteria:短QT间期综合征诊断标准:DXC-CARD-REQ-F5E5DC1892EC || Disease:短QT间期综合征:DIS-CARD-ARR-SQTS || Prognosis:短QT间期综合征预后与猝死风险:PROG-CARD-REQ-68DCD74B1832 || Sign:短QT间期综合征相关临床体征:SIGN-CARD-REQ-555D4E5CFAA7,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
af,AF,3,Complication:心房颤动:COMP-CARD-E1BD377B73CD || DifferentialDiagnosis:心房颤动:DDX-CARD-91D172B6AA3C || Disease:心房颤动:DIS-CARD-ARR-AF,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
atrialfibrillation,Atrial fibrillation | atrial fibrillation,3,Complication:心房颤动:COMP-CARD-E1BD377B73CD || DifferentialDiagnosis:心房颤动:DDX-CARD-91D172B6AA3C || Disease:心房颤动:DIS-CARD-ARR-AF,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
cardiacarrest,Cardiac arrest | cardiac arrest,3,Complication:心脏骤停:COMP-CARD-0BB4844323FE || Disease:心脏骤停:DIS-CARD-SCD-ARREST || Sign:短QT间期综合征相关临床体征:SIGN-CARD-REQ-555D4E5CFAA7,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
catecholaminergicpolymorphicventriculartachycardia,Catecholaminergic polymorphic ventricular tachycardia | catecholaminergic polymorphic ventricular tachycardia,3,DiagnosisCriteria:儿茶酚胺敏感性多形性室性心动过速诊断标准:DXC-CARD-REQ-FE58A0E71FEE || Disease:儿茶酚胺敏感性多形性室性心动过速:DIS-CARD-ARR-CPVT || Disease:儿茶酚胺敏感性室性心动过速:DIS-CARD-ARR-CPVT,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
cpvt,CPVT,3,DiagnosisCriteria:儿茶酚胺敏感性多形性室性心动过速诊断标准:DXC-CARD-REQ-FE58A0E71FEE || Disease:儿茶酚胺敏感性多形性室性心动过速:DIS-CARD-ARR-CPVT || Disease:儿茶酚胺敏感性室性心动过速:DIS-CARD-ARR-CPVT,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
long-qtsyndrome,long-QT syndrome,3,DiagnosisCriteria:长QT间期综合征诊断标准:DXC-CARD-REQ-4FDD69B1DF11 || Disease:长QT间期综合征:DIS-CARD-ARR-LQTS || FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
longqtsyndrome,Long QT syndrome,3,DiagnosisCriteria:长QT间期综合征诊断标准:DXC-CARD-REQ-4FDD69B1DF11 || Disease:长QT间期综合征:DIS-CARD-ARR-LQTS || FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
lqts,LQTS,3,DiagnosisCriteria:长QT间期综合征诊断标准:DXC-CARD-REQ-4FDD69B1DF11 || Disease:长QT间期综合征:DIS-CARD-ARR-LQTS || FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
mra,MRA,3,Exam:磁共振成像:EXAM-CARD-TEXT-8633D5B324 || Medication:盐皮质激素受体拮抗剂:MED-CARD-E2FE14E667D7 || Medication:醛固酮受体拮抗剂:MED-CARD-TEXT-4E1713BBBA,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001
non-sustainedventriculartachycardia,Non-sustained ventricular tachycardia,3,DiagnosisCriteria:非持续性室性心动过速诊断标准:DXC-CARD-REQ-C31462862B56 || Disease:非持续性室性心动过速:DIS-CARD-ARR-NSVT || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
non-sustainedvt,non-sustained VT,3,DiagnosisCriteria:非持续性室性心动过速诊断标准:DXC-CARD-REQ-C31462862B56 || Disease:非持续性室性心动过速:DIS-CARD-ARR-NSVT || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
nsvt,NSVT,3,DiagnosisCriteria:非持续性室性心动过速诊断标准:DXC-CARD-REQ-C31462862B56 || Disease:非持续性室性心动过速:DIS-CARD-ARR-NSVT || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
nt-probnp,NT-proBNP,3,Exam:利钠肽:EXAM-CARD-01C3182D129E || ExamIndicator:N末端B型利钠肽原:IND-NT-PROBNP || LabTest:脑钠肽:LAB-CARD-TEXT-768E5070F6,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001
qt间期延长,QT间期延长,3,DiagnosisCriteria:长QT间期综合征诊断标准:DXC-CARD-REQ-4FDD69B1DF11 || Disease:长QT间期综合征:DIS-CARD-ARR-LQTS || FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
scd,SCD,3,Complication:心脏性猝死:COMP-CARD-A72F9F86BA4A || Disease:心脏性猝死:DIS-CARD-SCD-SUDDEN || Prognosis:短QT间期综合征预后与猝死风险:PROG-CARD-REQ-68DCD74B1832,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ventriculartachycardia,Ventricular tachycardia | ventricular tachycardia,3,DifferentialDiagnosis:室性心动过速:DDX-CARD-95D3594A06C8 || Disease:室性心动过速:DIS-CARD-ARR-VT || Disease:持续性室性心动过速:DIS-CARD-ARR-VT,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
室性心律失常,室性心律失常,3,Complication:心律失常:COMP-CARD-439BBF78D81C || DiagnosisCriteria:室性心律失常诊断标准:DXC-CARD-REQ-206010AB3275 || Sign:室性心律失常表现:SIGN-CARD-CM-ACM-VENTRICULAR-ARRHYTHMIA,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
室速,室速,3,DifferentialDiagnosis:室性心动过速:DDX-CARD-95D3594A06C8 || Disease:室性心动过速:DIS-CARD-ARR-VT || Disease:持续性室性心动过速:DIS-CARD-ARR-VT,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
导管消融,导管消融,3,Procedure:射频导管消融:PROC-CARD-4777F9B8D8F3 || Procedure:射频消融术:PROC-CARD-TEXT-84551F84B4 || Procedure:房颤导管消融:PROC-CARD-A89DB5C678D2,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
射频消融,射频消融,3,Procedure:导管消融:PROC-CARD-BA093052CBC6 || Procedure:射频导管消融:PROC-CARD-4777F9B8D8F3 || TreatmentPlan:导管消融:PLAN-CARD-5C9E41087192,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心内电生理检查,心内电生理检查,3,Exam:心脏电生理检查:EXAM-CARD-85148D8A75A3 || Exam:电生理检查:EXAM-CARD-C33E64A77705 || Exam:电生理检查:EXAM-CARD-TEXT-C33E64A777,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心悸,心悸,3,Symptom:多系统受累症状:SYM-CARD-CM-FABRY-MULTISYSTEM-SYMPTOMS || Symptom:心律失常或心功能不全相关症状:SYM-CARD-CM-NDLVCM-ARRHYTHMIA-HF || Symptom:心悸和活动后气促:SYM-CARD-CM-ATRIAL-PALPITATION-DYSPNEA,00_foundation_skeleton | BATCH-CARD-CM-20260622-001
心源性猝死,心源性猝死,3,Complication:心脏性猝死:COMP-CARD-A72F9F86BA4A || Disease:心脏性猝死:DIS-CARD-SCD-SUDDEN || Prognosis:猝死和心力衰竭进展风险:PROG-CARD-CM-ACM-SCD-HF-PROGRESSION,00_foundation_skeleton | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心衰,心衰,3,Complication:心力衰竭:COMP-CARD-7CF202961681 || Disease:心力衰竭:DIS-CARD-HF || RiskFactor:心力衰竭:RF-CARD-B9897348761B,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
猝死,猝死,3,Complication:心脏性猝死:COMP-CARD-A72F9F86BA4A || Disease:心脏性猝死:DIS-CARD-SCD-SUDDEN || Prognosis:短QT间期综合征预后与猝死风险:PROG-CARD-REQ-68DCD74B1832,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
直流电复律,直流电复律,3,Procedure:同步直流电复律:PROC-CARD-7FD747D740F0 || Procedure:电复律:PROC-CARD-637C708351D2 || TreatmentPlan:同步电复律:PLAN-CARD-108E680ADD4F,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
短qt间期综合征,短QT间期综合征,3,DiagnosisCriteria:短QT间期综合征诊断标准:DXC-CARD-REQ-F5E5DC1892EC || Prognosis:短QT间期综合征预后与猝死风险:PROG-CARD-REQ-68DCD74B1832 || Sign:短QT间期综合征相关临床体征:SIGN-CARD-REQ-555D4E5CFAA7,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
短阵室速,短阵室速,3,DiagnosisCriteria:非持续性室性心动过速诊断标准:DXC-CARD-REQ-C31462862B56 || Disease:非持续性室性心动过速:DIS-CARD-ARR-NSVT || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
运动耐量下降,运动耐量下降,3,Symptom:乏力:SYM-CARD-0ACC45EF4E60 || Symptom:活动耐量下降:SYM-CARD-4D8C1CCBDCFF || Symptom:耐力下降:SYM-CARD-33F959FDD5F3,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001
长qt综合征,长QT综合征,3,DiagnosisCriteria:长QT间期综合征诊断标准:DXC-CARD-REQ-4FDD69B1DF11 || Disease:长QT间期综合征:DIS-CARD-ARR-LQTS || FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
非持续性室性心动过速,非持续性室性心动过速,3,DiagnosisCriteria:非持续性室性心动过速诊断标准:DXC-CARD-REQ-C31462862B56 || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA || Sign:室性心律失常表现:SIGN-CARD-CM-ACM-VENTRICULAR-ARRHYTHMIA,00_foundation_skeleton | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
非持续性室速,非持续性室速,3,DiagnosisCriteria:非持续性室性心动过速诊断标准:DXC-CARD-REQ-C31462862B56 || Disease:非持续性室性心动过速:DIS-CARD-ARR-NSVT || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
1型brugada心电图,1型Brugada心电图,2,DiagnosisCriteria:Brugada综合征诊断标准:DXC-CARD-REQ-A69DF947813A || Disease:Brugada综合征:DIS-CARD-ARR-BRUGADA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
abvc,ABVC,2,DiagnosisCriteria:ABVC双心室受累诊断流程:DXC-CARD-CM-ABVC-PADUA-BIVENTRICULAR || Disease:致心律失常性双心室心肌病:DIS-CARD-CM-ABVC,00_foundation_skeleton | BATCH-CARD-CM-20260622-001
acutemyocardialinfarction,Acute myocardial infarction | acute myocardial infarction,2,Disease:急性心肌梗死:DIS-CARD-CAD-AMI || RiskFactor:急性心肌梗死:RF-CARD-AE97165FB390,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
acutepericarditis,Acute pericarditis | acute pericarditis,2,DifferentialDiagnosis:急性心包炎:DDX-CARD-93E362D80029 || Disease:急性心包炎:DIS-CARD-PERICARD-ACUTE,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001
alvc,ALVC,2,DiagnosisCriteria:ALVC左心室受累诊断流程:DXC-CARD-CM-ALVC-PADUA-LV || Disease:致心律失常性左心室心肌病:DIS-CARD-CM-ALVC,00_foundation_skeleton | BATCH-CARD-CM-20260622-001
ami,AMI,2,Disease:急性心肌梗死:DIS-CARD-CAD-AMI || RiskFactor:急性心肌梗死:RF-CARD-AE97165FB390,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
aorticdissection,Aortic dissection | aortic dissection,2,DifferentialDiagnosis:主动脉夹层:DDX-CARD-8F53C29C0798 || Disease:主动脉夹层:DIS-CARD-AORTA-AD,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001
apixaban,Apixaban | apixaban,2,Medication:阿哌沙班:MED-CARD-9F057E39EBC2 || Medication:阿哌沙班:MED-CARD-FC4A5B5D6C12,BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
arb,ARB,2,Medication:血管紧张素Ⅱ受体拮抗剂:MED-CARD-TEXT-B905AF3E59 || Medication:血管紧张素Ⅱ受体阻滞剂:MED-CARD-C015B7A5655A,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001
arrhythmia,Arrhythmia | arrhythmia,2,Complication:心律失常:COMP-CARD-439BBF78D81C || Sign:短QT间期综合征相关临床体征:SIGN-CARD-REQ-555D4E5CFAA7,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
asa,ASA,2,Medication:阿司匹林:MED-CARD-9F606AC80BFD || Procedure:酒精室间隔消融术:PROC-ASA,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
avb,AVB,2,Contraindication:二度或三度房室传导阻滞:ENT-CARD-E2A280D1FC43 || Disease:房室传导阻滞:DIS-CARD-ARR-AVB,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
betablocker,Beta blocker | beta blocker,2,Medication:β受体拮抗剂:MED-BETA-BLOCKER || Medication:β受体阻滞剂:MED-BETA-BLOCKER,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
bnp,BNP,2,Exam:利钠肽:EXAM-CARD-01C3182D129E || LabTest:脑钠肽:LAB-CARD-TEXT-768E5070F6,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001
brugada,Brugada,2,DiagnosisCriteria:Brugada综合征诊断标准:DXC-CARD-REQ-A69DF947813A || Disease:Brugada综合征:DIS-CARD-ARR-BRUGADA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
brugadapattern,Brugada pattern,2,DiagnosisCriteria:Brugada综合征诊断标准:DXC-CARD-REQ-A69DF947813A || Disease:Brugada综合征:DIS-CARD-ARR-BRUGADA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
brugadasyndrome,Brugada syndrome,2,DiagnosisCriteria:Brugada综合征诊断标准:DXC-CARD-REQ-A69DF947813A || Disease:Brugada综合征:DIS-CARD-ARR-BRUGADA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ca,CA,2,Complication:心脏骤停:COMP-CARD-0BB4844323FE || Disease:心脏骤停:DIS-CARD-SCD-ARREST,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
cad,CAD,2,Disease:冠状动脉粥样硬化性心脏病:DIS-CARD-CAD-CHD || RiskFactor:冠心病:RF-CARD-5CED5B5BB8F2,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation
cardiacmagneticresonance,Cardiac magnetic resonance,2,Exam:心脏磁共振:EXAM-CARD-61766890B7D2 || Exam:心脏磁共振成像:EXAM-CMR,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
cardiactroponin,Cardiac troponin,2,ExamIndicator:肌钙蛋白:IND-CARDIAC-TROPONIN || LabTest:心肌肌钙蛋白:LAB-CARD-A9EC1D4DA037,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
catheterablation,Catheter ablation,2,Procedure:导管消融:PROC-CARD-BA093052CBC6 || TreatmentPlan:导管消融:PLAN-CARD-5C9E41087192,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
cmr,CMR,2,Exam:心脏磁共振:EXAM-CARD-61766890B7D2 || Exam:心脏磁共振成像:EXAM-CMR,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
coronaryarteryspasm,Coronary artery spasm | coronary artery spasm,2,DifferentialDiagnosis:冠状动脉痉挛:DDX-CARD-A4091D292E4B || Disease:冠状动脉痉挛:DIS-CARD-CAD-SPASM,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001
coronaryheartdisease,Coronary heart disease,2,DifferentialDiagnosis:冠心病:DDX-CARD-6AB732E54DB3 || RiskFactor:冠心病:RF-CARD-5CED5B5BB8F2,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ct,CT,2,Exam:CT检查:EXAM-CARD-TEXT-9A031190AE || Exam:心脏CT:EXAM-CARD-1A108BEFCEA9,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
cta,CTA,2,Exam:冠状动脉CTA:EXAM-CARD-TEXT-2BB358B9BF || Exam:冠状动脉CT血管成像:EXAM-CARD-F60922D428D5,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001
cti,CTI,2,DiagnosisCriteria:三尖瓣环峡部依赖:DXC-CARD-5D736D44DEF4 || Procedure:三尖瓣环峡部消融:PROC-CARD-69A311F01D4B,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
ctn,cTn,2,ExamIndicator:肌钙蛋白:IND-CARDIAC-TROPONIN || LabTest:心肌肌钙蛋白:LAB-CARD-A9EC1D4DA037,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ctni,cTnI,2,ExamIndicator:肌钙蛋白:IND-CARDIAC-TROPONIN || LabTest:心肌肌钙蛋白:LAB-CARD-A9EC1D4DA037,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ctnt,cTnT,2,ExamIndicator:肌钙蛋白:IND-CARDIAC-TROPONIN || LabTest:心肌肌钙蛋白:LAB-CARD-A9EC1D4DA037,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
dabigatran,dabigatran,2,Medication:达比加群酯:MED-CARD-68E5765B76ED || Medication:达比加群酯:MED-CARD-7CED5AAC365A,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
ecg,ECG,2,Exam:12导联心电图:EXAM-CARD-A80B855C8C77 || Exam:心电图:EXAM-ECG,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
edoxaban,Edoxaban | edoxaban,2,Medication:艾多沙班:MED-CARD-A0C92B8EA7C4 || Medication:艾多沙班:MED-CARD-C6D611DF1DB0,BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
electrophysiologicalstudy,Electrophysiological study,2,Exam:心脏电生理检查:EXAM-CARD-85148D8A75A3 || Exam:电生理检查:EXAM-CARD-C33E64A77705,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
