after_duplicate_relation_count,after_keep_relation_count,apply,before_duplicate_relation_count,before_keep_relation_count,duplicate_code,evidence_text_length,group_index,group_node_count,group_total_relation_count,incoming_relation_count,keep_code,outgoing_relation_count,source_name,source_page
1,1,false,1,1,EVD-CARD-FULLBOOK-895689407013E8,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-FBD078BD46CCD2,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-349918A1B52D56,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-B4D8DCDADB654D,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-E2636284E92973,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-4130D5CAB6F1CE,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-5DBCA48E494448,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-6E2C570D560C0B,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-9E41264A455240,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-74EB705C8ED1B7,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-EF5028C35D2C4D,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-A08676233671AA,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-DE853DE5344990,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
1,1,false,1,1,EVD-CARD-FULLBOOK-7157212133C48E,861,2,104,,1,EVD-CARD-FULLBOOK-644CBD55A70B89,0,《内科学（第10版）》docx,N/A
