scope,disease_code,disease,plan_code,plan_name,relation,target_code,target_name,status
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-BA093052CBC6,导管消融,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-8BAC32B2612E,电复律,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-69A311F01D4B,三尖瓣环峡部消融,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-7FD747D740F0,同步直流电复律,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-4777F9B8D8F3,射频导管消融,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-TEXT-23F5CDA89B,起搏器植入,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-TEXT-6248D2A735,瓣膜置换术,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,has_treatment_component,PLAN-CARD-A1C4E6332D38,抗凝治疗,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,has_treatment_component,PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,has_treatment_component,PLAN-CARD-108E680ADD4F,同步电复律,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,has_treatment_component,PLAN-CARD-5C9E41087192,导管消融,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-AMIODARONE,胺碘酮,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-NDHP-CCB,非二氢吡啶类钙通道阻滞剂,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,CARD-SKELETON-20260709-MEDICATION-DDAA1C07D618EDC7,β受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-CARD-C685CE7163F5,维拉帕米,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-CARD-75C23ADDCA3A,伊布利特,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-BETA-BLOCKER,β受体阻滞剂,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-CARD-33087B86B32A,腺苷,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-CARD-0D88ECB6525C,普罗帕酮,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_medication,MED-CARD-TEXT-93710567D3,洋地黄类药物,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_procedure,PROC-CARD-TEXT-84551F84B4,射频消融术,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_procedure,PROC-CARD-BA093052CBC6,导管消融,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_procedure,PROC-CARD-8BAC32B2612E,电复律,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_procedure,CARD-SKELETON-20260709-PROCEDURE-3B8C0A206F202C65,起搏器,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_procedure,PROC-CARD-4777F9B8D8F3,射频导管消融,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_procedure,PROC-CARD-7FD747D740F0,同步直流电复律,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,includes_procedure,PROC-CARD-69A311F01D4B,三尖瓣环峡部消融,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,has_treatment_component,PLAN-CARD-TEXT-655F4B37BC,控制心室率,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,has_treatment_component,PLAN-CARD-5C9E41087192,导管消融,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,has_treatment_component,PLAN-CARD-108E680ADD4F,同步电复律,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,PLAN-CARD-6C7D6A045FA6,房性心动过速治疗方案,has_treatment_component,PLAN-CARD-A1C4E6332D38,抗凝治疗,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-CARD-EF0B44CD1F78,阿托品,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-CARD-669F94E52F61,异丙肾上腺素,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-CARD-TEXT-4E1713BBBA,醛固酮受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-DIURETIC,利尿剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-CARD-TEXT-93710567D3,洋地黄类药物,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-CARD-55157DA54154,硝酸酯类药物,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_medication,MED-AMIODARONE,胺碘酮,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_procedure,PROC-CARD-TEXT-84551F84B4,射频消融术,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_procedure,PROC-CARD-BA093052CBC6,导管消融,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_procedure,PROC-CARD-B69847521FA1,临时心脏起搏,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_procedure,PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_procedure,PROC-CARD-TEXT-23F5CDA89B,起搏器植入,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_procedure,PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-D355EC5DA6033AF6,也可见于电解质紊乱（如高钾血症）、药物中毒（如洋地黄中毒）及心脏手术损伤（心脏瓣膜手术、导管消融术等）,includes_procedure,PROC-CARD-TEXT-D9A9D30763,植入式心律转复除颤器,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-CARD-EF0B44CD1F78,阿托品,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-CARD-669F94E52F61,异丙肾上腺素,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-CARD-TEXT-4E1713BBBA,醛固酮受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-DIURETIC,利尿剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-CARD-TEXT-93710567D3,洋地黄类药物,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-CARD-55157DA54154,硝酸酯类药物,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_medication,MED-AMIODARONE,胺碘酮,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_procedure,PROC-CARD-TEXT-84551F84B4,射频消融术,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_procedure,PROC-CARD-BA093052CBC6,导管消融,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_procedure,PROC-CARD-B69847521FA1,临时心脏起搏,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_procedure,PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_procedure,PROC-CARD-TEXT-23F5CDA89B,起搏器植入,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_procedure,PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,CARD-SKELETON-FULL-20260709-TREATMENTPLAN-F0FFE784C9505FA2,心房和心室的节律由各自独立的起搏点控制,includes_procedure,PROC-CARD-TEXT-D9A9D30763,植入式心律转复除颤器,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-CARD-EF0B44CD1F78,阿托品,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-CARD-669F94E52F61,异丙肾上腺素,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-CARD-TEXT-4E1713BBBA,醛固酮受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-DIURETIC,利尿剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-CARD-TEXT-93710567D3,洋地黄类药物,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-CARD-55157DA54154,硝酸酯类药物,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_medication,MED-AMIODARONE,胺碘酮,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_procedure,PROC-CARD-TEXT-84551F84B4,射频消融术,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_procedure,PROC-CARD-BA093052CBC6,导管消融,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_procedure,PROC-CARD-B69847521FA1,临时心脏起搏,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_procedure,PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_procedure,PROC-CARD-TEXT-23F5CDA89B,起搏器植入,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_procedure,PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,includes_procedure,PROC-CARD-TEXT-D9A9D30763,植入式心律转复除颤器,linked
心律失常,DIS-CARD-ARR-AVB1,一度房室传导阻滞,PLAN-CARD-85C17399C1E4,一度房室传导阻滞治疗方案,,,,blocked
心律失常,DIS-CARD-ARR-AVB2,二度房室传导阻滞,PLAN-CARD-1A90D3A039E7,二度房室传导阻滞治疗方案,,,,blocked
心律失常,DIS-CARD-ARR-AVB3,三度房室传导阻滞,PLAN-CARD-B5595FF75DE4,三度房室传导阻滞治疗方案,includes_medication,MED-CARD-EF0B44CD1F78,阿托品,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,includes_medication,MED-BETA-BLOCKER,β受体阻滞剂,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,includes_medication,MED-CARD-C685CE7163F5,维拉帕米,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,includes_medication,MED-CARD-33087B86B32A,腺苷,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,includes_medication,MED-AMIODARONE,胺碘酮,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,includes_medication,MED-CARD-0D88ECB6525C,普罗帕酮,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,includes_medication,MED-CARD-F50DC811465A,索他洛尔,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,includes_procedure,PROC-CARD-4777F9B8D8F3,射频导管消融,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,includes_procedure,PROC-CARD-69A311F01D4B,三尖瓣环峡部消融,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,has_treatment_component,PLAN-CARD-741F70867FDD,迷走神经刺激,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,has_treatment_component,PLAN-CARD-5C9E41087192,导管消融,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,PLAN-CARD-8EAEE6E3A5AC,房室结折返性心动过速治疗方案,has_treatment_component,PLAN-CARD-108E680ADD4F,同步电复律,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_medication,MED-CARD-F50DC811465A,索他洛尔,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_medication,MED-CARD-C685CE7163F5,维拉帕米,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_medication,MED-CARD-33087B86B32A,腺苷,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_medication,MED-AMIODARONE,胺碘酮,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_medication,MED-CARD-75C23ADDCA3A,伊布利特,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_medication,MED-CARD-0D88ECB6525C,普罗帕酮,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_procedure,PROC-CARD-B13C58DD2614,颈动脉窦按摩,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_procedure,PROC-CARD-7FD747D740F0,同步直流电复律,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_procedure,PROC-CARD-4777F9B8D8F3,射频导管消融,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,includes_procedure,PROC-CARD-69A311F01D4B,三尖瓣环峡部消融,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,has_treatment_component,PLAN-CARD-64B52A7B760E,药物转复,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,has_treatment_component,PLAN-CARD-108E680ADD4F,同步电复律,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,has_treatment_component,PLAN-CARD-741F70867FDD,迷走神经刺激,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,PLAN-CARD-344A32B0714D,房室折返性心动过速治疗方案,has_treatment_component,PLAN-CARD-5C9E41087192,导管消融,linked
心律失常,DIS-CARD-ARR-BBB,束支传导阻滞,PLAN-CARD-00B9C7D70BD9,束支传导阻滞治疗方案,,,,blocked
心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,PLAN-CARD-D48B04D85208,缓慢性心律失常治疗方案,includes_medication,MED-CARD-669F94E52F61,异丙肾上腺素,linked
心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,PLAN-CARD-D48B04D85208,缓慢性心律失常治疗方案,includes_medication,MED-CARD-EF0B44CD1F78,阿托品,linked
心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,PLAN-CARD-D48B04D85208,缓慢性心律失常治疗方案,includes_procedure,PROC-CARD-B69847521FA1,临时心脏起搏,linked
心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,PLAN-CARD-D48B04D85208,缓慢性心律失常治疗方案,includes_procedure,PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,PLAN-CARD-A977F77F5BC2,Brugada综合征治疗方案,includes_medication,MED-CARD-TEXT-93710567D3,洋地黄类药物,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,PLAN-CARD-A977F77F5BC2,Brugada综合征治疗方案,includes_medication,MED-CARD-91B9687BBE00,利多卡因,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,PLAN-CARD-A977F77F5BC2,Brugada综合征治疗方案,includes_medication,MED-CARD-0D88ECB6525C,普罗帕酮,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,PLAN-CARD-A977F77F5BC2,Brugada综合征治疗方案,includes_medication,MED-CARD-74936DD4D485,奎尼丁,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,PLAN-CARD-A977F77F5BC2,Brugada综合征治疗方案,includes_medication,MED-CARD-968C1FB4A035,普萘洛尔,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,PLAN-CARD-A977F77F5BC2,Brugada综合征治疗方案,includes_medication,MED-BETA-BLOCKER,β受体阻滞剂,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,PLAN-CARD-A977F77F5BC2,Brugada综合征治疗方案,includes_medication,MED-CARD-F50DC811465A,索他洛尔,linked
