scope,disease_code,disease,plan_code,plan_name,relation,target_code,target_name,status
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-BA093052CBC6,导管消融,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,CARD-SKELETON-20260709-PROCEDURE-FA9CF9F5BBDD3E3D,外科手术,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,CARD-SKELETON-20260709-PROCEDURE-3B8C0A206F202C65,起搏器,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-8BAC32B2612E,电复律,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-1AB2CA8618BF,外科迷宫手术,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-D9D7DDE63DCF,肺静脉隔离,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-E8BB6CCDC727,房室结消融,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-A89DB5C678D2,房颤导管消融,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-0E182AB7B3BC,左心耳封堵术,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-HEART-TRANSPLANT,心脏移植,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-TEXT-23F5CDA89B,起搏器植入,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-TEXT-84551F84B4,射频消融术,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-TEXT-6248D2A735,瓣膜置换术,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,includes_procedure,PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,has_treatment_component,PLAN-CARD-TEXT-EEF9C97B59,血运重建,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,has_treatment_component,PLAN-CARD-8648D7D7CF5C,左心耳封堵,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,has_treatment_component,PLAN-CARD-946E8629999F,心室率控制,linked
心律失常,DIS-CARD-ARR-AF,心房颤动,PLAN-CARD-0315A5E784A6,心房颤动治疗方案,has_treatment_component,PLAN-CARD-0C511F6A9FF0,综合危险因素管理,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-AMIODARONE,胺碘酮,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-NDHP-CCB,非二氢吡啶类钙通道阻滞剂,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-62498B0FBDC2,地高辛,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,CARD-SKELETON-20260709-MEDICATION-DDAA1C07D618EDC7,β受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-C685CE7163F5,维拉帕米,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-0D88ECB6525C,普罗帕酮,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-75C23ADDCA3A,伊布利特,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-BETA-BLOCKER,β受体阻滞剂,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-33087B86B32A,腺苷,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-TEXT-EE219280A7,抗凝药物,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-DIURETIC,利尿剂,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_medication,MED-CARD-TEXT-93710567D3,洋地黄类药物,linked
心律失常,DIS-CARD-ARR-AFL,心房扑动,PLAN-CARD-85C337BCB2D5,心房扑动治疗方案,includes_procedure,PROC-CARD-TEXT-84551F84B4,射频消融术,linked
