CDSS场景,支撑实体数量,支撑实体类型,正式CDSS关系数,疾病名称,疾病大类,疾病编码,能力判断,证据节点数量
风险分层,0,RiskStratification,0,隐匿性高血压,,DIS-CARD-HT-MASKED,缺口,42
治疗方案,2,TreatmentPlan、RecommendationStatement,0,隐匿性高血压,,DIS-CARD-HT-MASKED,可展示但需补强,42
药物推荐,0,Medication,0,隐匿性高血压,,DIS-CARD-HT-MASKED,缺口,42
手术/操作推荐,0,Procedure,0,隐匿性高血压,,DIS-CARD-HT-MASKED,缺口,42
禁忌与风险预警,3,Contraindication、ClinicalRule,0,隐匿性高血压,,DIS-CARD-HT-MASKED,可用于CDSS展示,42
随访,1,FollowUp,0,隐匿性高血压,,DIS-CARD-HT-MASKED,可展示但需补强,42
预后/预防,1,Prognosis、Prevention,0,隐匿性高血压,,DIS-CARD-HT-MASKED,可展示但需补强,42
并发症管理,2,Complication,0,隐匿性高血压,,DIS-CARD-HT-MASKED,可展示但需补强,42
疑似疾病识别,9,Symptom、Sign,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可用于CDSS展示,195
诊断建议,4,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可用于CDSS展示,195
鉴别诊断,0,DifferentialDiagnosis,0,难治性高血压,,DIS-CARD-HT-RESISTANT,缺口,195
推荐检查,9,Exam、ExamIndicator,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可用于CDSS展示,195
推荐检验,7,LabTest、LabTestIndicator,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可用于CDSS展示,195
风险分层,1,RiskStratification,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可展示但需补强,195
治疗方案,3,TreatmentPlan、RecommendationStatement,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可用于CDSS展示,195
药物推荐,8,Medication,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可用于CDSS展示,195
手术/操作推荐,1,Procedure,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可展示但需补强,195
禁忌与风险预警,3,Contraindication、ClinicalRule,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可用于CDSS展示,195
随访,1,FollowUp,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可展示但需补强,195
预后/预防,1,Prognosis、Prevention,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可展示但需补强,195
并发症管理,8,Complication,0,难治性高血压,,DIS-CARD-HT-RESISTANT,可用于CDSS展示,195
疑似疾病识别,16,Symptom、Sign,0,高血压,,DIS-CARD-HT,可用于CDSS展示,2102
诊断建议,4,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,高血压,,DIS-CARD-HT,可用于CDSS展示,2102
鉴别诊断,0,DifferentialDiagnosis,0,高血压,,DIS-CARD-HT,缺口,2102
推荐检查,10,Exam、ExamIndicator,0,高血压,,DIS-CARD-HT,可用于CDSS展示,2102
推荐检验,8,LabTest、LabTestIndicator,0,高血压,,DIS-CARD-HT,可用于CDSS展示,2102
风险分层,2,RiskStratification,0,高血压,,DIS-CARD-HT,可展示但需补强,2102
治疗方案,4,TreatmentPlan、RecommendationStatement,0,高血压,,DIS-CARD-HT,可用于CDSS展示,2102
药物推荐,23,Medication,0,高血压,,DIS-CARD-HT,可用于CDSS展示,2102
手术/操作推荐,2,Procedure,0,高血压,,DIS-CARD-HT,可展示但需补强,2102
禁忌与风险预警,3,Contraindication、ClinicalRule,0,高血压,,DIS-CARD-HT,可用于CDSS展示,2102
随访,1,FollowUp,0,高血压,,DIS-CARD-HT,可展示但需补强,2102
预后/预防,1,Prognosis、Prevention,0,高血压,,DIS-CARD-HT,可展示但需补强,2102
并发症管理,8,Complication,0,高血压,,DIS-CARD-HT,可用于CDSS展示,2102
疑似疾病识别,6,Symptom、Sign,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可用于CDSS展示,8
诊断建议,4,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可用于CDSS展示,8
鉴别诊断,0,DifferentialDiagnosis,0,高血压亚急症,,DIS-CARD-HT-URGENCY,缺口,8
推荐检查,2,Exam、ExamIndicator,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可展示但需补强,8
推荐检验,2,LabTest、LabTestIndicator,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可展示但需补强,8
风险分层,0,RiskStratification,0,高血压亚急症,,DIS-CARD-HT-URGENCY,缺口,8
治疗方案,1,TreatmentPlan、RecommendationStatement,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可展示但需补强,8
药物推荐,5,Medication,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可用于CDSS展示,8
手术/操作推荐,0,Procedure,0,高血压亚急症,,DIS-CARD-HT-URGENCY,缺口,8
禁忌与风险预警,3,Contraindication、ClinicalRule,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可用于CDSS展示,8
随访,1,FollowUp,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可展示但需补强,8
预后/预防,1,Prognosis、Prevention,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可展示但需补强,8
并发症管理,2,Complication,0,高血压亚急症,,DIS-CARD-HT-URGENCY,可展示但需补强,8
疑似疾病识别,13,Symptom、Sign,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可用于CDSS展示,57
诊断建议,4,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可用于CDSS展示,57
鉴别诊断,0,DifferentialDiagnosis,0,高血压急症,,DIS-CARD-HT-EMERGENCY,缺口,57
推荐检查,5,Exam、ExamIndicator,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可用于CDSS展示,57
推荐检验,4,LabTest、LabTestIndicator,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可用于CDSS展示,57
风险分层,0,RiskStratification,0,高血压急症,,DIS-CARD-HT-EMERGENCY,缺口,57
治疗方案,3,TreatmentPlan、RecommendationStatement,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可用于CDSS展示,57
药物推荐,9,Medication,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可用于CDSS展示,57
手术/操作推荐,0,Procedure,0,高血压急症,,DIS-CARD-HT-EMERGENCY,缺口,57
禁忌与风险预警,3,Contraindication、ClinicalRule,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可用于CDSS展示,57
随访,1,FollowUp,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可展示但需补强,57
预后/预防,1,Prognosis、Prevention,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可展示但需补强,57
并发症管理,8,Complication,0,高血压急症,,DIS-CARD-HT-EMERGENCY,可用于CDSS展示,57
疑似疾病识别,4,Symptom、Sign,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,可用于CDSS展示,33
诊断建议,0,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
鉴别诊断,0,DifferentialDiagnosis,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
推荐检查,0,Exam、ExamIndicator,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
推荐检验,0,LabTest、LabTestIndicator,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
风险分层,0,RiskStratification,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
治疗方案,1,TreatmentPlan、RecommendationStatement,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,可展示但需补强,33
药物推荐,0,Medication,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
手术/操作推荐,0,Procedure,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
禁忌与风险预警,0,Contraindication、ClinicalRule,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
随访,0,FollowUp,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
预后/预防,0,Prognosis、Prevention,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,缺口,33
并发症管理,2,Complication,0,高血压急症和亚急症,,DIS-CARD-HTN-EMERGENCY,可展示但需补强,33
