code,duplicate_replaced_by,entity_type,name,node_element_id,relation_count
EVD-CARD-FULLBOOK-4079E0CF72FC13,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-糖尿病-全书回捞证据-8521-72FC13,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16865,0
EVD-CARD-FULLBOOK-52A4452CFD7B0F,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-肥胖-全书回捞证据-8355-FD7B0F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16851,0
EVD-CARD-FULLBOOK-DF06BD7520D567,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-肥胖-全书回捞证据-8521-20D567,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16866,0
EVD-CARD-FULLBOOK-F9D465A4ACF59F,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-肾功能-全书回捞证据-8355-ACF59F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16847,0
EVD-CARD-FULLBOOK-6432C40C6F1593,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-肾功能-全书回捞证据-8521-6F1593,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16861,0
EVD-CARD-FULLBOOK-01177DC3947535,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-脑卒中-全书回捞证据-8355-947535,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16855,0
EVD-CARD-FULLBOOK-1D4A4067AEFD34,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,动脉粥样硬化-药物治疗-全书回捞证据-7283-AEFD34,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16782,0
EVD-CARD-FULLBOOK-A2BB098A1D72E2,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-血管紧张素Ⅱ受体拮抗剂-全书回捞证据-8521-1D72E2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16863,0
EVD-CARD-FULLBOOK-0F387195994419,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-血管紧张素转换酶抑制剂-全书回捞证据-8521-994419,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16862,0
EVD-CARD-FULLBOOK-DD62EB9FC4A118,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-血糖-全书回捞证据-8355-C4A118,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16846,0
EVD-CARD-FULLBOOK-E049EBE7284B17,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-血糖-全书回捞证据-8521-284B17,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16860,0
EVD-CARD-FULLBOOK-28A9381B5A7733,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-血脂检查-全书回捞证据-8355-5A7733,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16845,0
EVD-CARD-FULLBOOK-BBA74E37E78F4E,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-血脂检查-全书回捞证据-8521-E78F4E,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16859,0
EVD-CARD-FULLBOOK-EFF8EF9E1E64D8,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,动脉粥样硬化-血运重建-全书回捞证据-7283-1E64D8,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16783,0
EVD-CARD-FULLBOOK-B8A03D35481BFC,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-血运重建-全书回捞证据-8355-481BFC,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16848,0
EVD-CARD-FULLBOOK-67A848AEE915A5,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-高血压-全书回捞证据-8355-E915A5,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16843,0
EVD-CARD-FULLBOOK-898DF15D5EBF26,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-高血压-全书回捞证据-8521-5EBF26,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16858,0
EVD-CARD-FOUND-00221,EVD-CARD-FOUND-00220,Evidence,原发性高血压-pathophysiology-教材证据,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:372,0
EVD-CARD-FOUND-00075,EVD-CARD-FOUND-00074,Evidence,室性心动过速-differential_diagnosis-教材证据,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:226,0
EVD-CARD-FULLBOOK-6796FDF396AA6C,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,室性心动过速-低血压-全书回捞证据-6949-96AA6C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15365,0
EVD-CARD-DEEP-6796FDF396AA6C,EVD-CARD-DEEP-644CBD55A70B89,Evidence,室性心动过速-低血压-教材证据-6949-96AA6C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:7960,0
EVD-CARD-FULLBOOK-ED9139C764C39A,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性心动过速-创伤-全书回捞证据-6161-64C39A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15130,0
EVD-CARD-FULLBOOK-EFE4A32D4C8C38,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性心动过速-危险分层-全书回捞证据-6161-4C8C38,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15134,0
EVD-CARD-FULLBOOK-8DA984F9E5E890,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,室性心动过速-心力衰竭-全书回捞证据-6949-E5E890,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15368,0
EVD-CARD-DEEP-8DA984F9E5E890,EVD-CARD-DEEP-644CBD55A70B89,Evidence,室性心动过速-心力衰竭-教材证据-6949-E5E890,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:7963,0
EVD-CARD-FULLBOOK-FFC2A3D12F2D94,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,室性心动过速-心动过缓-全书回捞证据-6949-2F2D94,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15364,0
EVD-CARD-DEEP-FFC2A3D12F2D94,EVD-CARD-DEEP-644CBD55A70B89,Evidence,室性心动过速-心动过缓-教材证据-6949-2F2D94,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:7959,0
EVD-CARD-FULLBOOK-2BCE40996CE956,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性心动过速-心动过速-全书回捞证据-6161-6CE956,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15128,0
EVD-CARD-FULLBOOK-7DF11BA6A2DD6B,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,室性心动过速-心动过速-全书回捞证据-6949-A2DD6B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15363,0
EVD-CARD-DEEP-7DF11BA6A2DD6B,EVD-CARD-DEEP-644CBD55A70B89,Evidence,室性心动过速-心动过速-教材证据-6949-A2DD6B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:7958,0
EVD-CARD-FULLBOOK-8F5CD3AE58B5B8,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性心动过速-心律失常-全书回捞证据-6161-58B5B8,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15132,0
EVD-CARD-FULLBOOK-768546E61E869B,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,室性心动过速-心律失常-全书回捞证据-6949-1E869B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15369,0
EVD-CARD-DEEP-768546E61E869B,EVD-CARD-DEEP-644CBD55A70B89,Evidence,室性心动过速-心律失常-教材证据-6949-1E869B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:7964,0
EVD-CARD-FULLBOOK-AFD63859AE9B52,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性心动过速-心电图-全书回捞证据-6161-AE9B52,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15129,0
EVD-CARD-FULLBOOK-66E94A0715605F,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性心动过速-心肌缺血-全书回捞证据-6161-15605F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15131,0
EVD-CARD-FULLBOOK-A1B18AD84F3093,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,室性心动过速-洋地黄类药物-全书回捞证据-6949-4F3093,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15367,0
EVD-CARD-DEEP-A1B18AD84F3093,EVD-CARD-DEEP-644CBD55A70B89,Evidence,室性心动过速-洋地黄类药物-教材证据-6949-4F3093,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:7962,0
EVD-CARD-FULLBOOK-9952D1A1FAB90F,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性心动过速-猝死-全书回捞证据-6161-FAB90F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15133,0
EVD-CARD-FULLBOOK-36ADE54E14404A,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,室性心动过速-肾功能-全书回捞证据-6949-14404A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15366,0
EVD-CARD-DEEP-36ADE54E14404A,EVD-CARD-DEEP-644CBD55A70B89,Evidence,室性心动过速-肾功能-教材证据-6949-14404A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:7961,0
EVD-CARD-FULLBOOK-93F34150F6786C,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,室性心动过速-鉴别诊断-全书回捞证据-6949-F6786C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15370,0
EVD-CARD-FULLBOOK-0496691FFA4B62,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-乏力-全书回捞证据-7529-FA4B62,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15011,0
EVD-CARD-FULLBOOK-A984FD13AE0721,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性期前收缩-创伤-全书回捞证据-6161-AE0721,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14869,0
EVD-CARD-FULLBOOK-3B0EA83AA0E934,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-劳力性呼吸困难-全书回捞证据-7529-A0E934,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15007,0
EVD-CARD-FULLBOOK-3C70D879BE6D2D,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性期前收缩-危险分层-全书回捞证据-6161-BE6D2D,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14873,0
EVD-CARD-FULLBOOK-EC7E8541F2762B,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-右心负荷增加-全书回捞证据-7529-F2762B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15018,0
EVD-CARD-FULLBOOK-D6F4F5DBF7B2EB,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-呼吸困难-全书回捞证据-7529-F7B2EB,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15006,0
EVD-CARD-FULLBOOK-167CA7B4F98960,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-夜间阵发性呼吸困难-全书回捞证据-7529-F98960,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15009,0
EVD-CARD-FULLBOOK-FC9E9BB3767CD3,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-奔马律-全书回捞证据-7529-767CD3,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15015,0
EVD-CARD-FULLBOOK-76F9B8451FFE81,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-心力衰竭-全书回捞证据-7529-1FFE81,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15019,0
EVD-CARD-FULLBOOK-E387A1DB43949F,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性期前收缩-心动过速-全书回捞证据-6161-43949F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14867,0
EVD-CARD-FULLBOOK-BD555EBAB05D4B,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性期前收缩-心律失常-全书回捞证据-6161-B05D4B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14871,0
EVD-CARD-FULLBOOK-A9280F01724152,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性期前收缩-心电图-全书回捞证据-6161-724152,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14868,0
EVD-CARD-FULLBOOK-9C84A3E6370C1C,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性期前收缩-心肌缺血-全书回捞证据-6161-370C1C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14870,0
EVD-CARD-FULLBOOK-E8FC2A2DCFE7D1,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-心肌缺血-全书回捞证据-7529-CFE7D1,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15017,0
EVD-CARD-FULLBOOK-8616F1ED668C6E,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-心脏扩大-全书回捞证据-7529-668C6E,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15016,0
EVD-CARD-FULLBOOK-845A7FF0102EC0,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-水肿-全书回捞证据-7529-102EC0,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15012,0
EVD-CARD-FULLBOOK-C02B4F73BBBDFA,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,室性期前收缩-猝死-全书回捞证据-6161-BBBDFA,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:14872,0
EVD-CARD-FULLBOOK-38520AE14AD616,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-端坐呼吸-全书回捞证据-7529-4AD616,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15008,0
EVD-CARD-FULLBOOK-E7427E2757225C,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-肺部啰音-全书回捞证据-7529-57225C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15014,0
EVD-CARD-FULLBOOK-44259972F29F93,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-胸痛-全书回捞证据-7529-F29F93,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15010,0
EVD-CARD-FULLBOOK-9CA74EFC9A0EDF,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,室性期前收缩-颈静脉怒张-全书回捞证据-7529-9A0EDF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15013,0
EVD-CARD-FULLBOOK-41013F481E2163,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-乏力-全书回捞证据-7529-1E2163,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13025,0
EVD-CARD-FULLBOOK-A74CF0BBF0CE5C,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-出血-全书回捞证据-8355-F0CE5C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13186,0
EVD-CARD-FULLBOOK-DBCEABE9D8623B,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-利尿剂-全书回捞证据-8521-D8623B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13209,0
EVD-CARD-FULLBOOK-41E1DB60CA9EA1,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,心力衰竭-动脉粥样硬化-全书回捞证据-7283-CA9EA1,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12974,0
EVD-CARD-FULLBOOK-6F47199A4CC2C7,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-动脉粥样硬化-全书回捞证据-8355-4CC2C7,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13183,0
EVD-CARD-FULLBOOK-BA5FD9FDE071C2,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-劳力性呼吸困难-全书回捞证据-7529-E071C2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13021,0
EVD-CARD-FULLBOOK-85F8D63B131DFB,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-右心负荷增加-全书回捞证据-7529-131DFB,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13032,0
EVD-CARD-FULLBOOK-44BFA9D0D73D08,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-吸烟-全书回捞证据-8355-D73D08,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13179,0
EVD-CARD-FULLBOOK-593B4D6CB54F90,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-夜间阵发性呼吸困难-全书回捞证据-7529-B54F90,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13023,0
EVD-CARD-FULLBOOK-418CD3D03ED9A9,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-奔马律-全书回捞证据-7529-3ED9A9,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13029,0
EVD-CARD-FULLBOOK-E4CD0DF56002CF,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-家族史-全书回捞证据-8355-6002CF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13182,0
EVD-CARD-FULLBOOK-F08681D460382F,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,心力衰竭-心力衰竭-全书回捞证据-7283-60382F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12975,0
EVD-CARD-FULLBOOK-C1079029D56BB0,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-心力衰竭-全书回捞证据-7529-D56BB0,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13033,0
EVD-CARD-FULLBOOK-9FE60881D86661,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-心力衰竭-全书回捞证据-8355-D86661,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13184,0
EVD-CARD-FULLBOOK-C0F3DC04A23A05,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-心力衰竭-全书回捞证据-8521-A23A05,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13212,0
EVD-CARD-FULLBOOK-A7E74EE42AA4E3,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-心电图-全书回捞证据-8355-2AA4E3,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13174,0
EVD-CARD-FULLBOOK-6ED3635BF09DCF,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-心肌缺血-全书回捞证据-7529-F09DCF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13031,0
EVD-CARD-FULLBOOK-28B22652566DD0,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-心脏扩大-全书回捞证据-7529-566DD0,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13030,0
EVD-CARD-FULLBOOK-5FB73D6F9C583A,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-水肿-全书回捞证据-7529-9C583A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13026,0
EVD-CARD-FULLBOOK-93D6B59743C950,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,心力衰竭-猝死-全书回捞证据-7283-43C950,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12976,0
EVD-CARD-FULLBOOK-9320A5932BFC1B,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-端坐呼吸-全书回捞证据-7529-2BFC1B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13022,0
EVD-CARD-FULLBOOK-856A3F6A662283,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-糖尿病-全书回捞证据-8355-662283,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13180,0
EVD-CARD-FULLBOOK-C6887E384D5C92,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-糖尿病-全书回捞证据-8521-4D5C92,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13210,0
EVD-CARD-FULLBOOK-D245CF512418E1,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-肥胖-全书回捞证据-8355-2418E1,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13181,0
EVD-CARD-FULLBOOK-EAFDF07E9EB353,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-肥胖-全书回捞证据-8521-9EB353,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13211,0
EVD-CARD-FULLBOOK-439B805ADF105B,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-肺部啰音-全书回捞证据-7529-DF105B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13028,0
EVD-CARD-FULLBOOK-72DC53BCF2F610,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-肾功能-全书回捞证据-8355-F2F610,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13177,0
EVD-CARD-FULLBOOK-796C9F814A47EC,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-肾功能-全书回捞证据-8521-4A47EC,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13206,0
EVD-CARD-FULLBOOK-E23E45ABAE8696,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-胸痛-全书回捞证据-7529-AE8696,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13024,0
EVD-CARD-FULLBOOK-FBB27E1A19F1FE,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-脑卒中-全书回捞证据-8355-19F1FE,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13185,0
EVD-CARD-FULLBOOK-9F9A2FBC0BCC60,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,心力衰竭-药物治疗-全书回捞证据-7283-0BCC60,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12972,0
EVD-CARD-FULLBOOK-3B1C6AEB0D0EE8,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-血管紧张素Ⅱ受体拮抗剂-全书回捞证据-8521-0D0EE8,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13208,0
EVD-CARD-FULLBOOK-DDA9FED16BE67C,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-血管紧张素转换酶抑制剂-全书回捞证据-8521-6BE67C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13207,0
EVD-CARD-FULLBOOK-185AA2D6FDA23A,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-血糖-全书回捞证据-8355-FDA23A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13176,0
EVD-CARD-FULLBOOK-93D16EE19B34B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-血糖-全书回捞证据-8521-9B34B5,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13205,0
EVD-CARD-FULLBOOK-20527F184F88BF,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-血脂检查-全书回捞证据-8355-4F88BF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13175,0
EVD-CARD-FULLBOOK-04E8CFF8FA5077,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-血脂检查-全书回捞证据-8521-FA5077,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13204,0
EVD-CARD-FULLBOOK-C706488D8C00A5,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,心力衰竭-血运重建-全书回捞证据-7283-8C00A5,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12973,0
EVD-CARD-FULLBOOK-5A0C40B7FC1EA2,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-血运重建-全书回捞证据-8355-FC1EA2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13178,0
EVD-CARD-FULLBOOK-3EA04859F1D8A2,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,心力衰竭-颈静脉怒张-全书回捞证据-7529-F1D8A2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13027,0
EVD-CARD-FULLBOOK-A0B0E12B1BDBAF,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,心力衰竭-高血压-全书回捞证据-8355-1BDBAF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13173,0
EVD-CARD-FULLBOOK-14477743C241AD,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,心力衰竭-高血压-全书回捞证据-8521-C241AD,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13203,0
EVD-CARD-FULLBOOK-A1E7489586CFDC,EVD-CARD-FULLBOOK-4ABB85FBF67D3A,Evidence,心力衰竭-高血压-全书回捞证据-8619-86CFDC,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13263,0
EVD-CARD-FULLBOOK-E1EE9981E2E9CF,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,心室扑动与心室颤动-低血压-全书回捞证据-6949-E2E9CF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15761,0
EVD-CARD-DEEP-E1EE9981E2E9CF,EVD-CARD-DEEP-644CBD55A70B89,Evidence,心室扑动与心室颤动-低血压-教材证据-6949-E2E9CF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26102,0
EVD-CARD-FULLBOOK-511D8BB99D0663,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,心室扑动与心室颤动-心力衰竭-全书回捞证据-6949-9D0663,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15764,0
EVD-CARD-DEEP-511D8BB99D0663,EVD-CARD-DEEP-644CBD55A70B89,Evidence,心室扑动与心室颤动-心力衰竭-教材证据-6949-9D0663,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26105,0
EVD-CARD-FULLBOOK-5C72ACD8BF0FFF,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,心室扑动与心室颤动-心动过缓-全书回捞证据-6949-BF0FFF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15760,0
EVD-CARD-DEEP-5C72ACD8BF0FFF,EVD-CARD-DEEP-644CBD55A70B89,Evidence,心室扑动与心室颤动-心动过缓-教材证据-6949-BF0FFF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26101,0
EVD-CARD-FULLBOOK-91A9BAC64BDDDC,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,心室扑动与心室颤动-心动过速-全书回捞证据-6949-4BDDDC,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15759,0
EVD-CARD-DEEP-91A9BAC64BDDDC,EVD-CARD-DEEP-644CBD55A70B89,Evidence,心室扑动与心室颤动-心动过速-教材证据-6949-4BDDDC,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:26100,0
EVD-CARD-FULLBOOK-5DEE5B212046D9,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,心室扑动与心室颤动-心律失常-全书回捞证据-6949-2046D9,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15765,0
