node_code,node_name,entity_type,source_table,term,candidate_id,candidate_code,candidate_name
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,CRT,4F6D54CF24A944E0A4FE524E168249B8,00.5400,仅置入或置换心脏再同步除颤器脉冲发生器装置[CRT-D]
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,CRT,86BBA28A8E1945939DEF11C054A5293E,92.2400x002,三维适形放射治疗[3D-CRT]
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,CRT,2439E76B775D4652B591F00B163DC66B,00.5100,心脏再同步除颤器置入，全系统[CRT-D]
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,CRT,ACB875AE448F40F5849992656EC7F327,00.5300,仅置入或置换心脏再同步起搏器脉冲发生器[CRT-P]
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,再同步,99511291BA6D45A9B5142A3655548204,00.5001,心脏再同步起搏器置入术
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,再同步,5BF7FDAA8435440FB7E799BF4BBE6CCC,00.5102,心脏再同步除颤器置换术
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,再同步,E04D0662AC564B1BADBDF525FF794D94,00.5101,心脏再同步除颤器置入术
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,再同步,FFB28F84114940539C50FA227CCFE1B5,00.5302,心脏再同步起搏器脉冲发生器置换术
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,再同步,52A941BA3EBC41B381A1C6E044AC2342,00.5401,心脏再同步除颤器脉冲发生器置入术
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,再同步,42C7E7062BCA47D4BEF2A4442F811DFA,00.5402,心脏再同步除颤器脉冲发生器置换术
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,再同步,CCB908372E5E446F9113C79C2020279B,00.5301,心脏再同步起搏器脉冲发生器置入术
PROC-CARD-TEXT-D2C1F9E289,心脏再同步治疗装置植入术,Procedure,K_OPERATION_HANDLE_DICT,再同步,9CF2FFA063434BC78B98766548960666,00.5002,心脏再同步起搏器置换术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,ICD,6EE13EA886174E068EBC24A8AD46CB43,89.4900,自动化可置入的复率器（或）除颤器(AICD)检查
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,ICD,9A85EF4D4D18476A90722BC5DC308F01,37.9400,自动心脏复律器或除颤器的置入或置换，全系统[AICD]
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,4F6D54CF24A944E0A4FE524E168249B8,00.5400,仅置入或置换心脏再同步除颤器脉冲发生器装置[CRT-D]
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,064E152558804E94B037EF788AD36505,37.9401,心脏除颤器置入术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,51E1382995FD42879BD37C4C8C87D7BE,37.9700,仅自动心脏复律器或除颤器导线的置换术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,520EC875667F403EB40EFD086BC04807,37.9500,仅自动心脏复律器或除颤器导线的置入术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,1BFF169310B44B9AAD9B90D0301582DD,37.9600x002,心脏除颤器脉冲发生器置入术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,D4F37A91DE0C403F992091D16A8A4795,37.9800,仅自动心脏复律器或除颤器脉冲发生器的置换
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,D556CF1BEA594E48A2FFB238A08CC451,37.9800x002,心脏除颤器脉冲发生器置换术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,5BF7FDAA8435440FB7E799BF4BBE6CCC,00.5102,心脏再同步除颤器置换术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,2B38F61FFF104906918AA5E245EC21F2,37.9500x001,心脏除颤器导线置入术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,2439E76B775D4652B591F00B163DC66B,00.5100,心脏再同步除颤器置入，全系统[CRT-D]
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,E04D0662AC564B1BADBDF525FF794D94,00.5101,心脏再同步除颤器置入术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,52A941BA3EBC41B381A1C6E044AC2342,00.5401,心脏再同步除颤器脉冲发生器置入术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,42C7E7062BCA47D4BEF2A4442F811DFA,00.5402,心脏再同步除颤器脉冲发生器置换术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,DB5784B3A39A4740A50F785EFCB7980B,37.9403,心脏除颤器置换术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,8263A79A260F4F18AC90FBB7C86CE88A,37.9600,仅自动心脏复律器或除颤器脉冲发生器的置入术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,CADB6E7CADE04AA9ABB0889F47160816,37.9700x002,心脏除颤器导线置换术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,72BE1B3A141C4713B0164E3A342A6805,00.5100x001,双心室起搏伴心内除颤器置入术
PROC-ICD,植入式心律转复除颤器置入术,Procedure,K_OPERATION_HANDLE_DICT,除颤器,93BD236559224018B869C0CA9FE050C6,37.9400x001,单腔植入型心律转复除颤器置入术
PROC-ASA,酒精室间隔消融术,Procedure,K_OPERATION_HANDLE_DICT,室间隔心肌消融,157C632436464C12B5907390F54761DB,37.9200x002,经皮室间隔心肌消融术（PTSMA）
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓治疗,ce54674689b6b43b79fa0fef82e97d33,ZL101800,急性心肌梗死(AMI)溶栓治疗
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,ba77bc1cff408ca3839722a18ee534d0,ZL102136,经皮冠状动脉内溶栓术
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,b6ed2ee759523befba84d4be089c550c,ZL102139,经皮穿刺脑血管腔内溶栓术
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,68d6fd4a386e98b053bcf838c77b353d,ZL102154,经皮静脉内溶栓术
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,C9DFC2B0DE20406E8743C2E38D163202,99.1000x007,髂动脉导管溶栓
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,160C8D6DE57046E286039B7272012F2C,99.1000x008,髂静脉导管溶栓
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,716A6EAB94724A76AAB293BFB3396BA1,99.1000x011,下腔静脉导管溶栓
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,0D9C2534197E4DFDBD5EAE8EF0797BAD,99.1002,股动脉置管溶栓术
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,88847F05B5A44FD4B92E8149FD975E29,99.1000x006,腹主动脉导管溶栓
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,BFB70C48577349D88412C9355904C3B8,99.1000x010,上肢静脉导管溶栓
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,E222D2DA781B4D46A640C50BDE3CD144,99.1009,脑静脉窦溶栓术
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,886C606FED154B8EA62E8EA4C5A9CE75,99.1008,脑动脉内溶栓术
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,B7F99AA37AA343C5AAD438445B7DF493,99.1001,下肢动脉溶栓术
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,61864FCD38D742ECB9AFFE68DD8BDA1C,99.1000x009,上肢动脉导管溶栓
PROC-CARD-DA0F467D4A30,溶栓治疗,TreatmentItem,K_TREATMENT_DICT,溶栓,BF9C716BEFAC46819EFF76C73E1EF65F,99.1003,下肢静脉置管溶栓术
