CDSS场景,支撑实体数量,支撑实体类型,正式CDSS关系数,疾病名称,疾病大类,疾病编码,能力判断,证据节点数量
治疗方案,0,TreatmentPlan、RecommendationStatement,0,早期复极综合征,,DIS-CARD-ARR-ERS,缺口,111
药物推荐,1,Medication,0,早期复极综合征,,DIS-CARD-ARR-ERS,可展示但需补强,111
手术/操作推荐,2,Procedure,0,早期复极综合征,,DIS-CARD-ARR-ERS,可展示但需补强,111
禁忌与风险预警,0,Contraindication、ClinicalRule,0,早期复极综合征,,DIS-CARD-ARR-ERS,缺口,111
随访,0,FollowUp,0,早期复极综合征,,DIS-CARD-ARR-ERS,缺口,111
预后/预防,0,Prognosis、Prevention,0,早期复极综合征,,DIS-CARD-ARR-ERS,缺口,111
并发症管理,3,Complication,0,早期复极综合征,,DIS-CARD-ARR-ERS,可用于CDSS展示,111
疑似疾病识别,9,Symptom、Sign,0,束支传导阻滞,,DIS-CARD-ARR-BBB,可用于CDSS展示,69
诊断建议,5,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,束支传导阻滞,,DIS-CARD-ARR-BBB,可用于CDSS展示,69
鉴别诊断,0,DifferentialDiagnosis,0,束支传导阻滞,,DIS-CARD-ARR-BBB,缺口,69
推荐检查,2,Exam、ExamIndicator,0,束支传导阻滞,,DIS-CARD-ARR-BBB,可展示但需补强,69
推荐检验,0,LabTest、LabTestIndicator,0,束支传导阻滞,,DIS-CARD-ARR-BBB,缺口,69
风险分层,0,RiskStratification,0,束支传导阻滞,,DIS-CARD-ARR-BBB,缺口,69
治疗方案,1,TreatmentPlan、RecommendationStatement,0,束支传导阻滞,,DIS-CARD-ARR-BBB,可展示但需补强,69
药物推荐,0,Medication,0,束支传导阻滞,,DIS-CARD-ARR-BBB,缺口,69
手术/操作推荐,0,Procedure,0,束支传导阻滞,,DIS-CARD-ARR-BBB,缺口,69
禁忌与风险预警,4,Contraindication、ClinicalRule,0,束支传导阻滞,,DIS-CARD-ARR-BBB,可用于CDSS展示,69
随访,1,FollowUp,0,束支传导阻滞,,DIS-CARD-ARR-BBB,可展示但需补强,69
预后/预防,1,Prognosis、Prevention,0,束支传导阻滞,,DIS-CARD-ARR-BBB,可展示但需补强,69
并发症管理,1,Complication,0,束支传导阻滞,,DIS-CARD-ARR-BBB,可展示但需补强,69
疑似疾病识别,5,Symptom、Sign,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可用于CDSS展示,25
诊断建议,5,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可用于CDSS展示,25
鉴别诊断,0,DifferentialDiagnosis,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,缺口,25
推荐检查,4,Exam、ExamIndicator,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可用于CDSS展示,25
推荐检验,0,LabTest、LabTestIndicator,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,缺口,25
风险分层,0,RiskStratification,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,缺口,25
治疗方案,2,TreatmentPlan、RecommendationStatement,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可展示但需补强,25
药物推荐,0,Medication,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,缺口,25
手术/操作推荐,1,Procedure,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可展示但需补强,25
禁忌与风险预警,4,Contraindication、ClinicalRule,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可用于CDSS展示,25
随访,1,FollowUp,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可展示但需补强,25
预后/预防,1,Prognosis、Prevention,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可展示但需补强,25
并发症管理,2,Complication,0,短QT间期综合征,,DIS-CARD-ARR-SQTS,可展示但需补强,25
疑似疾病识别,10,Symptom、Sign,0,窦性心动过缓,,DIS-CARD-ARR-SB,可用于CDSS展示,152
诊断建议,7,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,窦性心动过缓,,DIS-CARD-ARR-SB,可用于CDSS展示,152
鉴别诊断,0,DifferentialDiagnosis,0,窦性心动过缓,,DIS-CARD-ARR-SB,缺口,152
推荐检查,3,Exam、ExamIndicator,0,窦性心动过缓,,DIS-CARD-ARR-SB,可用于CDSS展示,152
推荐检验,0,LabTest、LabTestIndicator,0,窦性心动过缓,,DIS-CARD-ARR-SB,缺口,152
风险分层,1,RiskStratification,0,窦性心动过缓,,DIS-CARD-ARR-SB,可展示但需补强,152
治疗方案,9,TreatmentPlan、RecommendationStatement,0,窦性心动过缓,,DIS-CARD-ARR-SB,可用于CDSS展示,152
药物推荐,6,Medication,0,窦性心动过缓,,DIS-CARD-ARR-SB,可用于CDSS展示,152
手术/操作推荐,2,Procedure,0,窦性心动过缓,,DIS-CARD-ARR-SB,可展示但需补强,152
禁忌与风险预警,5,Contraindication、ClinicalRule,0,窦性心动过缓,,DIS-CARD-ARR-SB,可用于CDSS展示,152
随访,1,FollowUp,0,窦性心动过缓,,DIS-CARD-ARR-SB,可展示但需补强,152
预后/预防,1,Prognosis、Prevention,0,窦性心动过缓,,DIS-CARD-ARR-SB,可展示但需补强,152
并发症管理,1,Complication,0,窦性心动过缓,,DIS-CARD-ARR-SB,可展示但需补强,152
疑似疾病识别,8,Symptom、Sign,0,窦性心律失常,,DIS-CARD-ARR-SINUS,可用于CDSS展示,58
诊断建议,0,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,窦性心律失常,,DIS-CARD-ARR-SINUS,缺口,58
鉴别诊断,0,DifferentialDiagnosis,0,窦性心律失常,,DIS-CARD-ARR-SINUS,缺口,58
推荐检查,1,Exam、ExamIndicator,0,窦性心律失常,,DIS-CARD-ARR-SINUS,可展示但需补强,58
推荐检验,0,LabTest、LabTestIndicator,0,窦性心律失常,,DIS-CARD-ARR-SINUS,缺口,58
风险分层,0,RiskStratification,0,窦性心律失常,,DIS-CARD-ARR-SINUS,缺口,58
治疗方案,0,TreatmentPlan、RecommendationStatement,0,窦性心律失常,,DIS-CARD-ARR-SINUS,缺口,58
药物推荐,3,Medication,0,窦性心律失常,,DIS-CARD-ARR-SINUS,可用于CDSS展示,58
手术/操作推荐,1,Procedure,0,窦性心律失常,,DIS-CARD-ARR-SINUS,可展示但需补强,58
禁忌与风险预警,0,Contraindication、ClinicalRule,0,窦性心律失常,,DIS-CARD-ARR-SINUS,缺口,58
随访,0,FollowUp,0,窦性心律失常,,DIS-CARD-ARR-SINUS,缺口,58
预后/预防,0,Prognosis、Prevention,0,窦性心律失常,,DIS-CARD-ARR-SINUS,缺口,58
并发症管理,4,Complication,0,窦性心律失常,,DIS-CARD-ARR-SINUS,可用于CDSS展示,58
疑似疾病识别,6,Symptom、Sign,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,可用于CDSS展示,26
诊断建议,7,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,可用于CDSS展示,26
鉴别诊断,0,DifferentialDiagnosis,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,缺口,26
推荐检查,2,Exam、ExamIndicator,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,可展示但需补强,26
推荐检验,0,LabTest、LabTestIndicator,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,缺口,26
风险分层,0,RiskStratification,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,缺口,26
治疗方案,1,TreatmentPlan、RecommendationStatement,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,可展示但需补强,26
药物推荐,0,Medication,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,缺口,26
手术/操作推荐,0,Procedure,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,缺口,26
禁忌与风险预警,4,Contraindication、ClinicalRule,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,可用于CDSS展示,26
随访,1,FollowUp,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,可展示但需补强,26
预后/预防,1,Prognosis、Prevention,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,可展示但需补强,26
并发症管理,1,Complication,0,窦房传导阻滞,,DIS-CARD-ARR-SAB,可展示但需补强,26
疑似疾病识别,9,Symptom、Sign,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可用于CDSS展示,63
诊断建议,5,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可用于CDSS展示,63
鉴别诊断,0,DifferentialDiagnosis,0,窦房结功能障碍,,DIS-CARD-ARR-SND,缺口,63
推荐检查,4,Exam、ExamIndicator,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可用于CDSS展示,63
推荐检验,0,LabTest、LabTestIndicator,0,窦房结功能障碍,,DIS-CARD-ARR-SND,缺口,63
风险分层,0,RiskStratification,0,窦房结功能障碍,,DIS-CARD-ARR-SND,缺口,63
治疗方案,1,TreatmentPlan、RecommendationStatement,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可展示但需补强,63
药物推荐,2,Medication,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可展示但需补强,63
手术/操作推荐,0,Procedure,0,窦房结功能障碍,,DIS-CARD-ARR-SND,缺口,63
禁忌与风险预警,4,Contraindication、ClinicalRule,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可用于CDSS展示,63
随访,1,FollowUp,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可展示但需补强,63
预后/预防,1,Prognosis、Prevention,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可展示但需补强,63
并发症管理,1,Complication,0,窦房结功能障碍,,DIS-CARD-ARR-SND,可展示但需补强,63
疑似疾病识别,10,Symptom、Sign,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可用于CDSS展示,170
诊断建议,5,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可用于CDSS展示,170
鉴别诊断,0,DifferentialDiagnosis,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,缺口,170
推荐检查,3,Exam、ExamIndicator,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可用于CDSS展示,170
推荐检验,0,LabTest、LabTestIndicator,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,缺口,170
风险分层,1,RiskStratification,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可展示但需补强,170
治疗方案,2,TreatmentPlan、RecommendationStatement,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可展示但需补强,170
药物推荐,2,Medication,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可展示但需补强,170
手术/操作推荐,2,Procedure,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可展示但需补强,170
禁忌与风险预警,4,Contraindication、ClinicalRule,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可用于CDSS展示,170
随访,1,FollowUp,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可展示但需补强,170
预后/预防,1,Prognosis、Prevention,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可展示但需补强,170
并发症管理,1,Complication,0,缓慢性心律失常,,DIS-CARD-ARR-BRADY,可展示但需补强,170
疑似疾病识别,9,Symptom、Sign,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
诊断建议,5,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
鉴别诊断,0,DifferentialDiagnosis,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,缺口,183
推荐检查,6,Exam、ExamIndicator,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
推荐检验,3,LabTest、LabTestIndicator,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
风险分层,1,RiskStratification,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可展示但需补强,183
治疗方案,4,TreatmentPlan、RecommendationStatement,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
药物推荐,12,Medication,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
手术/操作推荐,7,Procedure,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
禁忌与风险预警,4,Contraindication、ClinicalRule,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
随访,1,FollowUp,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可展示但需补强,183
预后/预防,1,Prognosis、Prevention,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可展示但需补强,183
并发症管理,5,Complication,0,长QT间期综合征,,DIS-CARD-ARR-LQTS,可用于CDSS展示,183
疑似疾病识别,2,Symptom、Sign,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,可展示但需补强,51
诊断建议,0,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,缺口,51
鉴别诊断,0,DifferentialDiagnosis,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,缺口,51
推荐检查,1,Exam、ExamIndicator,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,可展示但需补强,51
推荐检验,2,LabTest、LabTestIndicator,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,可展示但需补强,51
风险分层,0,RiskStratification,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,缺口,51
治疗方案,1,TreatmentPlan、RecommendationStatement,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,可展示但需补强,51
药物推荐,3,Medication,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,可用于CDSS展示,51
手术/操作推荐,0,Procedure,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,缺口,51
禁忌与风险预警,0,Contraindication、ClinicalRule,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,缺口,51
随访,0,FollowUp,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,缺口,51
预后/预防,0,Prognosis、Prevention,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,缺口,51
并发症管理,3,Complication,0,阵发性室上性心动过速,,DIS-CARD-ARR-PSVT,可用于CDSS展示,51
疑似疾病识别,9,Symptom、Sign,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可用于CDSS展示,71
诊断建议,5,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可用于CDSS展示,71
鉴别诊断,0,DifferentialDiagnosis,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,缺口,71
推荐检查,8,Exam、ExamIndicator,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可用于CDSS展示,71
推荐检验,0,LabTest、LabTestIndicator,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,缺口,71
风险分层,1,RiskStratification,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可展示但需补强,71
治疗方案,3,TreatmentPlan、RecommendationStatement,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可用于CDSS展示,71
药物推荐,2,Medication,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可展示但需补强,71
手术/操作推荐,3,Procedure,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可用于CDSS展示,71
禁忌与风险预警,4,Contraindication、ClinicalRule,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可用于CDSS展示,71
随访,1,FollowUp,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可展示但需补强,71
预后/预防,1,Prognosis、Prevention,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可展示但需补强,71
并发症管理,3,Complication,0,非持续性室性心动过速,,DIS-CARD-ARR-NSVT,可用于CDSS展示,71
疑似疾病识别,10,Symptom、Sign,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
诊断建议,5,DiagnosisCriteria、DiagnosisCriteriaComponent、ClinicalRule,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
鉴别诊断,3,DifferentialDiagnosis,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
推荐检查,5,Exam、ExamIndicator,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
推荐检验,1,LabTest、LabTestIndicator,0,预激综合征,,DIS-CARD-ARR-WPW,可展示但需补强,243
风险分层,0,RiskStratification,0,预激综合征,,DIS-CARD-ARR-WPW,缺口,243
治疗方案,6,TreatmentPlan、RecommendationStatement,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
药物推荐,6,Medication,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
手术/操作推荐,4,Procedure,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
禁忌与风险预警,4,Contraindication、ClinicalRule,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
随访,1,FollowUp,0,预激综合征,,DIS-CARD-ARR-WPW,可展示但需补强,243
预后/预防,1,Prognosis、Prevention,0,预激综合征,,DIS-CARD-ARR-WPW,可展示但需补强,243
并发症管理,6,Complication,0,预激综合征,,DIS-CARD-ARR-WPW,可用于CDSS展示,243
