subject_name,skeleton_slot,evidence_id,status,candidate_count,note
主动脉瓣反流,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-2EAC450A74FF85C5,ok_with_candidates,6,
主动脉瓣反流,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-A3517C203E5B623F,ok_with_candidates,4,
主动脉瓣反流,treatment,CARD-SKELETON-FULL-20260709-EVID-C5A35042DD772E8B,ok_with_candidates,12,
主动脉瓣反流,prognosis,CARD-SKELETON-FULL-20260709-EVID-8D934E1BAAF0F393,ok_with_candidates,7,
主动脉瓣反流,follow_up,CARD-SKELETON-FULL-20260709-EVID-98F53546843A9DC0,ok_with_candidates,7,
主动脉瓣反流,prevention,CARD-SKELETON-FULL-20260709-EVID-2E302CF20747A703,ok_with_candidates,7,
二尖瓣狭窄,etiology,CARD-SKELETON-FULL-20260709-EVID-DBCC7D09614DE502,ok_with_candidates,10,
二尖瓣狭窄,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-F4A910A3F319405E,ok_with_candidates,11,
二尖瓣狭窄,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-F03B264537512AD3,ok_with_candidates,11,
二尖瓣狭窄,exam,CARD-SKELETON-FULL-20260709-EVID-1CFB7738F4770213,ok_with_candidates,3,
二尖瓣狭窄,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-8EDD7B67923AB439,ok_with_candidates,2,
二尖瓣狭窄,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-04580C2FDA310949,ok_with_candidates,2,
二尖瓣狭窄,treatment,CARD-SKELETON-FULL-20260709-EVID-DBA0FAE16A3A924D,ok_with_candidates,12,
二尖瓣狭窄,prognosis,CARD-SKELETON-FULL-20260709-EVID-E0E8C5DE358EFC29,ok_with_candidates,8,
二尖瓣狭窄,follow_up,CARD-SKELETON-FULL-20260709-EVID-A6BF9CF26FCCDB64,ok_with_candidates,8,
二尖瓣狭窄,prevention,CARD-SKELETON-FULL-20260709-EVID-E4F1FE8FA6140400,ok_with_candidates,8,
二尖瓣反流,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-DE6C1B21325AD35C,ok_with_candidates,12,
二尖瓣反流,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-A7DBFA4EA07D2228,ok_with_candidates,18,
二尖瓣反流,exam,CARD-SKELETON-FULL-20260709-EVID-C5D572AAAC2D0687,ok_with_candidates,3,
二尖瓣反流,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-E14915AC0BD6558D,ok_with_candidates,2,
二尖瓣反流,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-384244B20C6D02A5,ok_with_candidates,2,
二尖瓣反流,treatment,CARD-SKELETON-FULL-20260709-EVID-BDD99863C93237AF,ok_with_candidates,11,
二尖瓣反流,prognosis,CARD-SKELETON-FULL-20260709-EVID-0A293693855960C3,ok_with_candidates,6,
二尖瓣反流,follow_up,CARD-SKELETON-FULL-20260709-EVID-E37B7989160CDAB1,ok_with_candidates,6,
二尖瓣反流,prevention,CARD-SKELETON-FULL-20260709-EVID-BB076BEBE14F9A59,ok_with_candidates,6,
多瓣膜病,definition,CARD-SKELETON-FULL-20260709-EVID-E08024E72CDA98A2,ok_with_candidates,6,
风湿热,definition,CARD-SKELETON-FULL-20260709-EVID-9509614AD189250A,ok_with_candidates,2,
风湿热,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-7B418009A2880EEE,ok_with_candidates,11,
风湿热,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-BF203A660E0C7316,ok_with_candidates,2,
风湿热,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-331A0A293A82A9F9,ok_with_candidates,1,
心包疾病,definition,CARD-SKELETON-FULL-20260709-EVID-97937923A188A30E,ok_with_candidates,4,
急性心包炎,definition,CARD-SKELETON-FULL-20260709-EVID-307050032E0932EF,ok_with_candidates,3,
急性心包炎,etiology,CARD-SKELETON-FULL-20260709-EVID-35A4AA78E7200DA6,ok_with_candidates,6,
急性心包炎,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-82CF8B30A97595B4,ok_with_candidates,4,
急性心包炎,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-23C90E34735F9423,ok_with_candidates,6,
急性心包炎,exam,CARD-SKELETON-FULL-20260709-EVID-6AEDF595DED4480E,ok_with_candidates,8,
急性心包炎,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-ED446CF96C870C59,ok_with_candidates,12,
急性心包炎,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-AB73BE0939BF38A0,ok_with_candidates,11,
急性心包炎,prognosis,CARD-SKELETON-FULL-20260709-EVID-DAB2331B2DB8F98B,ok_with_candidates,5,
急性心包炎,follow_up,CARD-SKELETON-FULL-20260709-EVID-BB75686283EC1A53,ok_with_candidates,5,
急性心包炎,prevention,CARD-SKELETON-FULL-20260709-EVID-35592965C26C1F3A,ok_with_candidates,5,
急性心包炎,treatment,CARD-SKELETON-FULL-20260709-EVID-4F8763C18E369DFC,ok_with_candidates,2,
心包积液及心脏压塞,definition,CARD-SKELETON-FULL-20260709-EVID-35937142F72D52A3,ok_with_candidates,1,
心包积液及心脏压塞,etiology,CARD-SKELETON-FULL-20260709-EVID-3C92F1A95671CDDE,ok_with_candidates,8,
心包积液及心脏压塞,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-5165C76374DAC39B,ok_with_candidates,8,
心包积液及心脏压塞,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-7505B1B9B8662B3A,ok_with_candidates,15,
心包积液及心脏压塞,exam,CARD-SKELETON-FULL-20260709-EVID-090CD1DFB88B65B6,ok_with_candidates,6,
心包积液及心脏压塞,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-CA111976B97409CE,ok_with_candidates,6,
心包积液及心脏压塞,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-462BA3A1060760FB,ok_with_candidates,4,
心包积液及心脏压塞,prognosis,CARD-SKELETON-FULL-20260709-EVID-19C63CFFDBCB6F1D,ok_with_candidates,5,
心包积液及心脏压塞,follow_up,CARD-SKELETON-FULL-20260709-EVID-0DFCB977DA12BF9E,ok_with_candidates,5,
心包积液及心脏压塞,prevention,CARD-SKELETON-FULL-20260709-EVID-7A11A1FB90263820,ok_with_candidates,5,
心包积液及心脏压塞,treatment,CARD-SKELETON-FULL-20260709-EVID-F6300A5FB578C18F,no_structured_candidate,0,
缩窄性心包炎,definition,CARD-SKELETON-FULL-20260709-EVID-F1C9487A0DFFE349,ok_with_candidates,3,
缩窄性心包炎,etiology,CARD-SKELETON-FULL-20260709-EVID-A706B5289E9811B3,ok_with_candidates,5,
缩窄性心包炎,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-D6342F3EF201FD39,ok_with_candidates,6,
缩窄性心包炎,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-B2DB712BEE3BBC4A,ok_with_candidates,12,
缩窄性心包炎,exam,CARD-SKELETON-FULL-20260709-EVID-3CF09B39AB0E5DB9,ok_with_candidates,7,
缩窄性心包炎,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-31B2F0F86EE89918,ok_with_candidates,10,
缩窄性心包炎,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-3FEBD9D46112A4D3,ok_with_candidates,11,
缩窄性心包炎,prognosis,CARD-SKELETON-FULL-20260709-EVID-59CBEA2D75FD8D93,ok_with_candidates,7,
缩窄性心包炎,follow_up,CARD-SKELETON-FULL-20260709-EVID-C00E34CD6431E164,ok_with_candidates,7,
缩窄性心包炎,prevention,CARD-SKELETON-FULL-20260709-EVID-34F031B3CBAD22F4,ok_with_candidates,7,
缩窄性心包炎,treatment,CARD-SKELETON-FULL-20260709-EVID-CEDBDD52B82C0D4F,no_structured_candidate,0,
感染性心内膜炎,definition,CARD-SKELETON-FULL-20260709-EVID-85BC687604A94EAD,ok_with_candidates,3,
感染性心内膜炎,etiology,CARD-SKELETON-FULL-20260709-EVID-400C3FA7A1417E9B,ok_with_candidates,8,
感染性心内膜炎,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-8D80E23F6AB9C374,ok_with_candidates,9,
感染性心内膜炎,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-C02AAD2063D4DAF5,ok_with_candidates,2,
感染性心内膜炎,exam,CARD-SKELETON-FULL-20260709-EVID-DD521C8199492371,ok_with_candidates,6,
感染性心内膜炎,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-50BE33E915707A36,ok_with_candidates,14,
感染性心内膜炎,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-A3D82F4A8FA369CF,ok_with_candidates,3,
感染性心内膜炎,treatment,CARD-SKELETON-FULL-20260709-EVID-C5B4B3E9091AC107,no_structured_candidate,0,
感染性心内膜炎,prognosis,CARD-SKELETON-FULL-20260709-EVID-A0CF0AF0CB46DF6D,ok_with_candidates,9,
感染性心内膜炎,follow_up,CARD-SKELETON-FULL-20260709-EVID-ACA6D20EF1241C65,ok_with_candidates,9,
感染性心内膜炎,prevention,CARD-SKELETON-FULL-20260709-EVID-088EBB3CDA60A58D,ok_with_candidates,9,
心脏骤停与心脏性猝死,definition,CARD-SKELETON-FULL-20260709-EVID-472CA649A1800FBA,ok_with_candidates,8,
心脏骤停与心脏性猝死,etiology,CARD-SKELETON-FULL-20260709-EVID-13A1346EEEFD6920,ok_with_candidates,15,
心脏骤停与心脏性猝死,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-7FF41FD2B4565369,ok_with_candidates,13,
心脏骤停与心脏性猝死,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-C892A5BDC1B43A0E,ok_with_candidates,8,
主动脉夹层,definition,CARD-SKELETON-FULL-20260709-EVID-314F5E85BE989C90,ok_with_candidates,3,
主动脉夹层,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-2A0E17520745E21E,ok_with_candidates,10,
主动脉夹层,exam,CARD-SKELETON-FULL-20260709-EVID-A54367AB2EE66D26,ok_with_candidates,5,
主动脉夹层,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-917E047408B34A03,ok_with_candidates,2,
主动脉夹层,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-394CA8B686929812,ok_with_candidates,7,
主动脉夹层,treatment,CARD-SKELETON-FULL-20260709-EVID-B21D9C7449099230,ok_with_candidates,8,
下肢动脉硬化闭塞症,definition,CARD-SKELETON-FULL-20260709-EVID-5CB8FD1D01EAD290,ok_with_candidates,4,
下肢动脉硬化闭塞症,etiology,CARD-SKELETON-FULL-20260709-EVID-9F2E9E188B5002F8,ok_with_candidates,8,
下肢动脉硬化闭塞症,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-0B1EA8C871212F01,ok_with_candidates,4,
下肢动脉硬化闭塞症,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-7B21DEA4E73C7EDF,ok_with_candidates,4,
下肢动脉硬化闭塞症,exam,CARD-SKELETON-FULL-20260709-EVID-B57EAD4CBEF6D379,ok_with_candidates,2,
下肢动脉硬化闭塞症,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-9E7FA87565E7E934,ok_with_candidates,2,
下肢动脉硬化闭塞症,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-35E3CE07D35D595D,ok_with_candidates,4,
下肢动脉硬化闭塞症,treatment,CARD-SKELETON-FULL-20260709-EVID-1CCA04AB32870AE0,ok_with_candidates,8,
下肢动脉硬化闭塞症,prognosis,CARD-SKELETON-FULL-20260709-EVID-FA0DE436693F6D6D,ok_with_candidates,6,
下肢动脉硬化闭塞症,follow_up,CARD-SKELETON-FULL-20260709-EVID-BF6A9DD69A7DC253,ok_with_candidates,6,
下肢动脉硬化闭塞症,prevention,CARD-SKELETON-FULL-20260709-EVID-5C2B4ECDAA5DC1B5,ok_with_candidates,6,
静脉血栓症,definition,CARD-SKELETON-FULL-20260709-EVID-D2C203DE36CB8177,ok_with_candidates,1,
静脉血栓症,etiology,CARD-SKELETON-FULL-20260709-EVID-547E24025D14CA46,ok_with_candidates,13,
静脉血栓症,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-3865A64EC5734941,ok_with_candidates,10,
静脉血栓症,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-42DF3867DDA4696C,ok_with_candidates,1,
静脉血栓症,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-F734C6167E206276,ok_with_candidates,2,
心血管神经症,definition,CARD-SKELETON-FULL-20260709-EVID-A8F41E714DAAFCCD,ok_with_candidates,1,
心血管神经症,treatment,CARD-SKELETON-FULL-20260709-EVID-BF1CA5507C705B51,no_structured_candidate,0,
肿瘤治疗相关的心功能不全,etiology,CARD-SKELETON-FULL-20260709-EVID-EE7733255E23FEEA,ok_with_candidates,12,
肿瘤治疗相关的心功能不全,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-9CA5F06E079C501F,no_structured_candidate,0,
肿瘤治疗相关的心功能不全,exam,CARD-SKELETON-FULL-20260709-EVID-D10DD38CCC60538C,ok_with_candidates,7,
肿瘤治疗相关的心功能不全,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-195B8E946700200B,ok_with_candidates,2,
肿瘤治疗相关的心功能不全,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-F277C4E1F248C837,ok_with_candidates,1,
肿瘤治疗相关的心功能不全,treatment,CARD-SKELETON-FULL-20260709-EVID-9626563DE563CC3D,ok_with_candidates,8,
肿瘤治疗相关的冠状动脉疾病,definition,CARD-SKELETON-FULL-20260709-EVID-47BDE5168D863D31,ok_with_candidates,1,
肿瘤治疗相关的冠状动脉疾病,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-DD3E890DA4EA8409,ok_with_candidates,5,
肿瘤治疗相关的冠状动脉疾病,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-AA0FA026EC04F963,ok_with_candidates,1,
肿瘤治疗相关的冠状动脉疾病,treatment,CARD-SKELETON-FULL-20260709-EVID-37DC4A1297E5864E,ok_with_candidates,3,
肿瘤治疗相关的心律失常,definition,CARD-SKELETON-FULL-20260709-EVID-983E2A07D77A9C5F,ok_with_candidates,8,
肿瘤治疗相关的高血压,definition,CARD-SKELETON-FULL-20260709-EVID-E5C49B64C5FF11CE,ok_with_candidates,4,
肿瘤治疗相关的血栓性疾病,definition,CARD-SKELETON-FULL-20260709-EVID-B80AB22599D91DD3,ok_with_candidates,4,
肿瘤治疗相关的其他心血管疾病,definition,CARD-SKELETON-FULL-20260709-EVID-A4930F3693024622,ok_with_candidates,9,
糖尿病与高血压,definition,CARD-SKELETON-FULL-20260709-EVID-55A9108B87845E4B,ok_with_candidates,1,
糖尿病与高血压,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-BE77FDCBA2AB5B16,ok_with_candidates,11,
糖尿病与高血压,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-4FDB4D565ABB785D,ok_with_candidates,1,
糖尿病与高血压,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-511A5084ADB91085,no_structured_candidate,0,
糖尿病与高血压,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-7BBD58F905A5A079,ok_with_candidates,1,
糖尿病与高血压,treatment,CARD-SKELETON-FULL-20260709-EVID-6A72A9C9F3ACD571,ok_with_candidates,7,
糖尿病与冠心病,definition,CARD-SKELETON-FULL-20260709-EVID-3DC84943BE79DF78,ok_with_candidates,2,
糖尿病与冠心病,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-4A51360F4A93B673,ok_with_candidates,12,
糖尿病与冠心病,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-8423C92EC460EB24,ok_with_candidates,2,
糖尿病与冠心病,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-CDF0767D99F475F0,no_structured_candidate,0,
糖尿病与冠心病,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-B0065D00A8838A0D,ok_with_candidates,1,
糖尿病与冠心病,treatment,CARD-SKELETON-FULL-20260709-EVID-176FB01FDAC0BB01,ok_with_candidates,1,
糖尿病与心力衰竭,definition,CARD-SKELETON-FULL-20260709-EVID-7D364963AAF8EEF5,ok_with_candidates,2,
糖尿病与心力衰竭,pathogenesis,CARD-SKELETON-FULL-20260709-EVID-BF2999C9EE5C56C9,ok_with_candidates,12,
糖尿病与心力衰竭,clinical_manifestation,CARD-SKELETON-FULL-20260709-EVID-2D3F25DDE98330C2,ok_with_candidates,1,
糖尿病与心力衰竭,diagnostic_criteria,CARD-SKELETON-FULL-20260709-EVID-A42AEA8B710E4DDD,no_structured_candidate,0,
糖尿病与心力衰竭,differential_diagnosis,CARD-SKELETON-FULL-20260709-EVID-2C2B454E0BC167AC,no_structured_candidate,0,
糖尿病与心力衰竭,treatment,CARD-SKELETON-FULL-20260709-EVID-A01845741BEA3DFC,ok_with_candidates,10,
