review_level,review_id,batch_id,disease_code,disease_name,scenario_type,relation_type,target_type,relation_id,target_code,target_name,review_decision,overall_risk_level,reviewer_name,reviewer_role,reviewed_at,expert_comment
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-RCM-includes_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-RCM-treated_by_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-RCM-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-CC481279BBBB7BB5E555-MED-BETA-BLOCKER,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-CC481279BBBB7BB5E555,MED-BETA-BLOCKER,β受体拮抗剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-A5E64DCA51F4D835CB93-MED-CARD-00A158EBF21E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-A5E64DCA51F4D835CB93,MED-CARD-00A158EBF21E,替格瑞洛,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-B95994CAFEA7A335C1FE-MED-CARD-0D29A60A2A91,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-B95994CAFEA7A335C1FE,MED-CARD-0D29A60A2A91,普拉格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-B37CEAC69C68BFB52805-MED-CARD-498184546A72,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-B37CEAC69C68BFB52805,MED-CARD-498184546A72,阿托伐他汀,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-164DA3F31A9C0CCB2195-MED-CARD-86E5A960E1BF,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-164DA3F31A9C0CCB2195,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-D97435738FE1708F3B28-MED-CARD-9F606AC80BFD,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-D97435738FE1708F3B28,MED-CARD-9F606AC80BFD,阿司匹林,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-D36FC7390CD4D2C59923-MED-CARD-CC1DDBE4EFA8,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-D36FC7390CD4D2C59923,MED-CARD-CC1DDBE4EFA8,硝酸甘油,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-85190446EDD97315E6EE-MED-CARD-DAE0F0B68F1D,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-85190446EDD97315E6EE,MED-CARD-DAE0F0B68F1D,他汀类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-F88C330FBC3CE2434DEB-MED-CARD-DB0416905798,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-F88C330FBC3CE2434DEB,MED-CARD-DB0416905798,瑞舒伐他汀,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-D10D2EFAEFFB4888DB52-MED-CARD-E40082221530,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-D10D2EFAEFFB4888DB52,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-A6DE75F4CAC00727D46F-MED-CARD-EAA01CFD434E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-A6DE75F4CAC00727D46F,MED-CARD-EAA01CFD434E,氯吡格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-CD749099B5034EEA70A1-MED-BETA-BLOCKER,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-CD749099B5034EEA70A1,MED-BETA-BLOCKER,β受体拮抗剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-B085E67FB2D744E6C803-MED-CARD-00A158EBF21E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-B085E67FB2D744E6C803,MED-CARD-00A158EBF21E,替格瑞洛,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-58E53310C1756CB98B7E-MED-CARD-498184546A72,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-58E53310C1756CB98B7E,MED-CARD-498184546A72,阿托伐他汀,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-35A7680DB4B2E37EFC0F-MED-CARD-86E5A960E1BF,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-35A7680DB4B2E37EFC0F,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-D0793307448F7070F2D5-MED-CARD-9F606AC80BFD,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-D0793307448F7070F2D5,MED-CARD-9F606AC80BFD,阿司匹林,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-EBCFE3F841554FAAD067-MED-CARD-C015B7A5655A,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-EBCFE3F841554FAAD067,MED-CARD-C015B7A5655A,血管紧张素Ⅱ受体阻滞剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-435B67A7F0E669468552-MED-CARD-C9175F150C3D,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-435B67A7F0E669468552,MED-CARD-C9175F150C3D,美托洛尔,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-664382F2B57760EEEEE4-MED-CARD-CC1DDBE4EFA8,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-664382F2B57760EEEEE4,MED-CARD-CC1DDBE4EFA8,硝酸甘油,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-3E5FB42580F357BD9034-MED-CARD-DAE0F0B68F1D,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-3E5FB42580F357BD9034,MED-CARD-DAE0F0B68F1D,他汀类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-4624CEDC75994A908628-MED-CARD-E40082221530,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-4624CEDC75994A908628,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-1E13F1CEA31D15C8DA50-MED-CARD-EAA01CFD434E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-1E13F1CEA31D15C8DA50,MED-CARD-EAA01CFD434E,氯吡格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-AC0D1E52B666B7C2C4AF-MED-BETA-BLOCKER,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-AC0D1E52B666B7C2C4AF,MED-BETA-BLOCKER,β受体拮抗剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-CA7AEFD7D53B64FDDC3E-MED-CARD-00A158EBF21E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-CA7AEFD7D53B64FDDC3E,MED-CARD-00A158EBF21E,替格瑞洛,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-0379061B31D469489B06-MED-CARD-0D29A60A2A91,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-0379061B31D469489B06,MED-CARD-0D29A60A2A91,普拉格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-FF75C197CAD5D1180AFB-MED-CARD-86E5A960E1BF,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-FF75C197CAD5D1180AFB,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-026406C403E2C7C60677-MED-CARD-9F606AC80BFD,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-026406C403E2C7C60677,MED-CARD-9F606AC80BFD,阿司匹林,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-FCFDFC29E88BE12C9254-MED-CARD-C015B7A5655A,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-FCFDFC29E88BE12C9254,MED-CARD-C015B7A5655A,血管紧张素Ⅱ受体阻滞剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-6AD7908C67D2F71AB67B-MED-CARD-DAE0F0B68F1D,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-6AD7908C67D2F71AB67B,MED-CARD-DAE0F0B68F1D,他汀类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-D3035F2047CDAEB43F1E-MED-CARD-E40082221530,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-D3035F2047CDAEB43F1E,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-CE2EA5E142745F820377-MED-CARD-EAA01CFD434E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,,treated_by_medication,,REL-CE2EA5E142745F820377,MED-CARD-EAA01CFD434E,氯吡格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-2F5327A84D76B7A0FC33-MED-CARD-00A158EBF21E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,,treated_by_medication,,REL-2F5327A84D76B7A0FC33,MED-CARD-00A158EBF21E,替格瑞洛,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-720BD626CEF93798206A-MED-CARD-9F606AC80BFD,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,,treated_by_medication,,REL-720BD626CEF93798206A,MED-CARD-9F606AC80BFD,阿司匹林,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-BE626CFF9A029291D6EA-MED-CARD-EAA01CFD434E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,,treated_by_medication,,REL-BE626CFF9A029291D6EA,MED-CARD-EAA01CFD434E,氯吡格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-70B0D07954E3CD03616B-MED-CARD-00A158EBF21E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,,treated_by_medication,,REL-70B0D07954E3CD03616B,MED-CARD-00A158EBF21E,替格瑞洛,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-23C30ABFD37EB57221E0-MED-CARD-86E5A960E1BF,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,,treated_by_medication,,REL-23C30ABFD37EB57221E0,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-10502B85D3D23498958E-MED-CARD-9F606AC80BFD,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,,treated_by_medication,,REL-10502B85D3D23498958E,MED-CARD-9F606AC80BFD,阿司匹林,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-5AB1C56C10096AB7B4CF-MED-CARD-EAA01CFD434E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,,treated_by_medication,,REL-5AB1C56C10096AB7B4CF,MED-CARD-EAA01CFD434E,氯吡格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-14A755F352719A8FE2CC-MED-BETA-BLOCKER,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-14A755F352719A8FE2CC,MED-BETA-BLOCKER,β受体拮抗剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-E3CFE5657B5CC994C007-MED-CARD-00A158EBF21E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-E3CFE5657B5CC994C007,MED-CARD-00A158EBF21E,替格瑞洛,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-A87D185A49BC0117C654-MED-CARD-86E5A960E1BF,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-A87D185A49BC0117C654,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-677BDF3C676EBE6A7455-MED-CARD-9F606AC80BFD,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-677BDF3C676EBE6A7455,MED-CARD-9F606AC80BFD,阿司匹林,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-965474C2DFD5EC226596-MED-CARD-E40082221530,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-965474C2DFD5EC226596,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-C1EE1FB8D0DF34E30552-MED-CARD-EAA01CFD434E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-C1EE1FB8D0DF34E30552,MED-CARD-EAA01CFD434E,氯吡格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-C1F7BD6C8F195A8D5501-MED-BETA-BLOCKER,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-C1F7BD6C8F195A8D5501,MED-BETA-BLOCKER,β受体拮抗剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-3D2451799FE923F4CF43-MED-CARD-00A158EBF21E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-3D2451799FE923F4CF43,MED-CARD-00A158EBF21E,替格瑞洛,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-530BABA162DD6E9E1E77-MED-CARD-86E5A960E1BF,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-530BABA162DD6E9E1E77,MED-CARD-86E5A960E1BF,P2Y12受体抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-C62CFEF726098A0671C5-MED-CARD-9F606AC80BFD,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-C62CFEF726098A0671C5,MED-CARD-9F606AC80BFD,阿司匹林,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-004453388E0B733112F0-MED-CARD-C9175F150C3D,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-004453388E0B733112F0,MED-CARD-C9175F150C3D,美托洛尔,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-F16299D572ED56B6CAFC-MED-CARD-CC1DDBE4EFA8,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-F16299D572ED56B6CAFC,MED-CARD-CC1DDBE4EFA8,硝酸甘油,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-BB91226CF405075814E8-MED-CARD-E40082221530,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-BB91226CF405075814E8,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-8CA4EE7770A43409E38F-MED-CARD-EAA01CFD434E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-8CA4EE7770A43409E38F,MED-CARD-EAA01CFD434E,氯吡格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-4A4510AFA9BBDA5AC031-MED-CARD-00A158EBF21E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,,treated_by_medication,,REL-4A4510AFA9BBDA5AC031,MED-CARD-00A158EBF21E,替格瑞洛,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-8B6EA7816D63C849D002-MED-CARD-EAA01CFD434E,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,,treated_by_medication,,REL-8B6EA7816D63C849D002,MED-CARD-EAA01CFD434E,氯吡格雷,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-5B6E5E67494A-MED-CARD-55157DA54154,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-5B6E5E67494A,MED-CARD-55157DA54154,硝酸酯类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-7B3B00546959-MED-CARD-TEXT-28E925C6DE,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-7B3B00546959,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-CD88DA019CA0-MED-CARD-TEXT-B905AF3E59,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-CD88DA019CA0,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-2AFF1363D903-MED-CARD-TEXT-4E798D0AB2,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-2AFF1363D903,MED-CARD-TEXT-4E798D0AB2,抗血小板药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-D079CAF50927-MED-CARD-DAE0F0B68F1D,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,,treated_by_medication,,REL-D079CAF50927,MED-CARD-DAE0F0B68F1D,他汀类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-E7DB3B5B35AF-MED-CARD-E40082221530,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,,treated_by_medication,,REL-E7DB3B5B35AF,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-EAAC73B1441D-MED-CARD-TEXT-B905AF3E59,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,,treated_by_medication,,REL-EAAC73B1441D,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-1D1A668E5E71-MED-CARD-55157DA54154,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-1D1A668E5E71,MED-CARD-55157DA54154,硝酸酯类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-478C859E406E-MED-CARD-TEXT-28E925C6DE,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-478C859E406E,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-E66F180E0406-MED-CARD-TEXT-4E798D0AB2,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,,treated_by_medication,,REL-E66F180E0406,MED-CARD-TEXT-4E798D0AB2,抗血小板药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-924D2CFA8682-MED-CARD-55157DA54154,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,,treated_by_medication,,REL-924D2CFA8682,MED-CARD-55157DA54154,硝酸酯类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-054898C65875-MED-CARD-TEXT-93710567D3,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-054898C65875,MED-CARD-TEXT-93710567D3,洋地黄类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-087EB1F3B9F0-MED-CARD-TEXT-28E925C6DE,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-087EB1F3B9F0,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-19AB2B9944F9-MED-CARD-TEXT-D07193A49C,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-19AB2B9944F9,MED-CARD-TEXT-D07193A49C,溶栓药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-7DB146474B39-MED-CARD-55157DA54154,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,,treated_by_medication,,REL-7DB146474B39,MED-CARD-55157DA54154,硝酸酯类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-FEA159A623BE-MED-CARD-TEXT-B905AF3E59,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-FEA159A623BE,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-B20B3C025020-MED-CARD-DAE0F0B68F1D,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-B20B3C025020,MED-CARD-DAE0F0B68F1D,他汀类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-3B8E13631E8B-MED-CARD-55157DA54154,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-3B8E13631E8B,MED-CARD-55157DA54154,硝酸酯类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-7BF07BA9127E-MED-CARD-TEXT-4E798D0AB2,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-7BF07BA9127E,MED-CARD-TEXT-4E798D0AB2,抗血小板药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-836C595E4D8D-MED-CARD-TEXT-D07193A49C,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-836C595E4D8D,MED-CARD-TEXT-D07193A49C,溶栓药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-DAD13C887029-MED-CARD-TEXT-28E925C6DE,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,,treated_by_medication,,REL-DAD13C887029,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-250A5520E15B-MED-CARD-TEXT-4E798D0AB2,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,,treated_by_medication,,REL-250A5520E15B,MED-CARD-TEXT-4E798D0AB2,抗血小板药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-DCFFBAA94C34-MED-CARD-DAE0F0B68F1D,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,,treated_by_medication,,REL-DCFFBAA94C34,MED-CARD-DAE0F0B68F1D,他汀类药物,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-C716A3A608A8-MED-CARD-E40082221530,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,,treated_by_medication,,REL-C716A3A608A8,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,,,,,,
pharmacist,PHARM-BATCH-CARD-CAD-20260623-001-REL-55DA63AC49AC-MED-CARD-55157DA54154,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,,treated_by_medication,,REL-55DA63AC49AC,MED-CARD-55157DA54154,硝酸酯类药物,,,,,,
