review_level,review_id,batch_id,disease_code,disease_name,scenario_type,relation_type,target_type,relation_id,target_code,target_name,review_decision,overall_risk_level,reviewer_name,reviewer_role,reviewed_at,expert_comment
disease,DISEASE-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-NDLVCM,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,,,,,,,,,,,,
disease,DISEASE-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-RCM,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,,,,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ACS-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ACS-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ACS-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ACS-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ACS-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ACS-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ACS,急性冠脉综合征,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-AMI-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-AMI-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-AMI-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-AMI-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-AMI-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-AMI-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-AMI,急性心肌梗死,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-CCS-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-CCS-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-CCS-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-CCS-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-CCS-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-CCS-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-CCS,慢性冠脉综合征,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ICM-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ICM-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ICM-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ICM-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ICM-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-ICM-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-ICM,缺血性心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-NSTEMI-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-NSTEMI-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-NSTEMI-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-NSTEMI-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-NSTEMI-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-NSTEMI-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-OLD-MI-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-OLD-MI-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-OLD-MI-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-OLD-MI-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-OLD-MI-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-OLD-MI-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-OLD-MI,陈旧性心肌梗死,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-SILENT-ISCHEMIA-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-SILENT-ISCHEMIA,隐匿性冠心病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-SILENT-ISCHEMIA-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-SILENT-ISCHEMIA,隐匿性冠心病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-SILENT-ISCHEMIA-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-SILENT-ISCHEMIA,隐匿性冠心病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STABLE-ANGINA-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STABLE-ANGINA-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STABLE-ANGINA-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STABLE-ANGINA-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STABLE-ANGINA-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STABLE-ANGINA-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STEMI-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STEMI-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STEMI-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STEMI-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STEMI-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-STEMI-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-UA-includes_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,手术/操作治疗,includes_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-UA-treated_by_procedure-Procedure,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-UA-has_treatment_plan-TreatmentPlan,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-UA-includes_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-UA-treated_by_medication-Medication,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CAD-20260623-001-DIS-CARD-CAD-UA-has_follow_up-FollowUp,BATCH-CARD-CAD-20260623-001,DIS-CARD-CAD-UA,不稳定型心绞痛,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CAD-ICM-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CAD-ICM,缺血性心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CAD-ICM-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CAD-ICM,缺血性心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CAD-ICM-includes_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CAD-ICM,缺血性心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CAD-ICM-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CAD-ICM,缺血性心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ABVC-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ABVC-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ABVC-includes_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ABVC-treated_by_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ABVC-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ACM-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ACM-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ACM-includes_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ACM-treated_by_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ACM-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ACM,致心律失常性心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ALVC-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ALVC-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ALVC-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-AMYLOID-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-AMYLOID,淀粉样变心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-AMYLOID-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-AMYLOID,淀粉样变心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-AMYLOID-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-AMYLOID,淀粉样变心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ARVC-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ARVC-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ARVC-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ATRIAL-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ATRIAL,心房心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-ATRIAL-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-ATRIAL,心房心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-DCM-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-DCM-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-DCM-includes_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-DCM-treated_by_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-DCM-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-DCM,扩张型心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-FABRY-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-FABRY,法布雷病心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-FABRY-includes_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-FABRY,法布雷病心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-FABRY-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-FABRY,法布雷病心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-HCM-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-HCM-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-HCM-includes_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-HCM-treated_by_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,药物治疗,treated_by_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-HCM-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-HCM,肥厚型心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-NDLVCM-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-NDLVCM-includes_medication-Medication,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,药物治疗,includes_medication,Medication,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-NDLVCM-has_follow_up-FollowUp,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,随访管理,has_follow_up,FollowUp,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-RCM-treated_by_procedure-Procedure,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,手术/操作治疗,treated_by_procedure,Procedure,,,,,,,,,
scenario,SCENARIO-BATCH-CARD-CM-20260622-001-DIS-CARD-CM-RCM-has_treatment_plan-TreatmentPlan,BATCH-CARD-CM-20260622-001,DIS-CARD-CM-RCM,限制型心肌病,治疗方案,has_treatment_plan,TreatmentPlan,,,,,,,,,
